GeneSymbol	Endothelial	CAFs	PVL	B_cells	T_cells	Myeloid	Normal_Epithelial	Cancer_Epithelial
RCAN2	1	1	432.733905940235	1	1	1	1	1
RCAN3	1	1	1	1	296.995668286991	1	1	1
RCC1	1	1	1	1	1	1	1	184.73474974658
RCC2	1	1	1	1	1	96.0464036393944	1	1
RCHY1	1	1	1	1	1	1	138.955163117905	1
RCN3	1	593.3089992144	1	1	1	1	1	1
RCSD1	1	1	151.391043047504	244.710700836562	294.021214067546	160.504564840301	1	1
RECK	1	133.597784239708	1	1	1	1	1	1
REL	156.461063334756	124.43082730469	1	716.792968788439	1449.58256395831	911.839650661708	266.699616819828	185.231240255824
RELB	159.179822824786	1	1	149.308414850656	434.165659382672	185.097199197372	242.064700989858	1
RELT	1	1	1	1	1	120.84604276734	1	1
RERE	143.193201756956	1	1	1	1	1	1	1
RERG	1	1	379.681768180333	1	1	1	258.352911371109	1
RERGL	1	1	1042.52158450495	1	1	1	1	1
REST	143.529252436074	121.751159127383	1	1	225.678318202251	1	1	1
REV3L	160.091139166524	1	189.010407703249	1	1	1	1	1
RFC2	1	1	1	1	1	1	1	185.003875036066
RFK	149.462236194383	1	1	1	1	1	1	1
RFTN1	1	1	1	1	246.444512737593	101.765099162796	1	1
RFXANK	1	1	1	1	1	1	151.334219046997	248.475822274394
RGCC	2313.99145643278	699.566610508801	1	405.659373120622	6768.0464851876	945.456771813404	1314.2487038388	1
RGL1	1	1	1	1	1	135.69127137353	1	1
RGL2	290.329352067465	1	1	1	1	1	179.207331937772	1
RGMA	1	283.226822540511	1	1	1	1	1	1
RGS1	1	1	1	795.712562153326	5502.03107366716	2991.98020157872	1	1
RGS10	1	1	1	1	876.130481469827	1011.18856072114	202.537304265641	505.045737323165
RGS16	517.019610866517	831.086333568235	1639.89208575431	1	1	1	356.695829090194	1
RGS19	1	1	1	184.687201122188	239.074832606209	331.372172489951	1	1
RGS2	1	254.314325790003	1	665.466503326106	1397.50007997385	2518.23128497538	208.489174300668	258.250973541176
RGS3	413.454429457201	128.711362176494	1	1	1	1	1	1
RGS5	1	1	7997.75952584619	1	1	1	1	1
RHBDD2	1	138.207678594006	1	1	526.475356403359	113.600887038455	190.619333156231	278.094714329414
RHBDF2	1	1	1	1	1	124.131940284416	1	1
RHOBTB3	1	242.096941779003	160.011925395969	1	1	1	1	1
RHOD	1	1	1	1	1	1	233.111730111294	273.835357099135
RHOF	1	1	1	1	520.327158024445	1	1	1
RHOH	1	1	1	532.376273080719	1934.02072940278	1	1	1
RHOJ	268.219558139297	125.329854503543	1	1	1	1	1	1
RHOQ	1	1	1	1	1	125.735072962752	1	1
RHOV	1	1	1	1	1	1	347.16320756694	414.004081375017
RIC3	1	1	1	1	1	1	256.744921942939	1
RIC8A	1	130.319880201091	1	1	1	1	134.067788077911	1
RIF1	1	128.887932938968	1	1	1	1	1	1
RILPL2	304.774594696591	1	133.790189915614	1	708.651184216608	495.068382085796	206.07290423528	1
RIN2	176.902133696849	139.23980522127	1	1	1	1	1	1
RIN3	1	1	1	1	1	138.234395469826	1	1
RING1	1	115.472711911216	1	1	1	1	147.436613689934	1
RIPK2	1	1	1	1	1	241.495129562012	1	1
RLF	1	1	1	1	273.276083308433	1	151.347198485773	1
RNASE1	3282.60260479317	1	1	1	1	2919.197737034	1	1
RNASE4	1	146.496979697683	1	1	1	1	163.802233307691	1
RNASE6	1	1	1	167.486358184608	1	660.100563827773	1	1
RNASEH1	1	1	1	1	1	1	1	200.409785493106
RNASEH2A	1	1	1	1	1	1	1	208.327920416514
RNASEH2B	1	131.058343580693	1	149.372111300664	239.987811052706	163.002618238921	1	185.616745124966
RNASEK	1	1	1	1	1	170.593347419419	1	1
RNASET2	1	192.858534354249	1	481.878288625913	559.851041290568	1341.9005604271	228.54179554982	406.554826440522
RND1	311.160763348687	1	1	1	1	1	219.446681104679	1
RND3	1	495.454879640134	208.348156666704	1	1	1	376.084112991976	1
RNF125	1	1	1	1	453.70820894517	1	1	1
RNF126	1	1	1	1	1	1	1	175.287293800497
RNF135	1	1	1	1	1	109.922554252762	1	1
RNF138	1	1	1	1	339.401176851501	111.576018001734	156.448959145403	1
RNF139	1	1	1	1	276.507903847691	1	1	1
RNF141	1	1	1	1	1	110.367983781951	1	1
RNF144B	1	1	1	1	1	246.492784424606	1	1
RNF145	181.302138488441	1	1	1	1	182.800901077761	1	1
RNF146	1	175.103294264149	157.02528810869	1	1	1	1	1
RNF149	1	179.660105948002	1	92.0079388142312	703.760339664881	601.5595309927	202.217606057043	1
RNF152	1	1	236.730186874348	1	1	1	1	1
RNF166	1	1	1	1	218.718348128542	102.978171574753	1	1
RNF187	1	104.589014673136	1	1	1	1	141.138432107977	339.007675984252
RNF19A	171.066946317277	1	1	1	1113.92665188415	1	155.553032623972	176.0143110853
RNF24	1	156.820847829373	1	1	1	1	1	1
ROBO4	283.905013637575	1	1	1	1	1	1	1
ROCK2	172.25621951133	1	190.892627859957	1	1	1	1	1
RORA	1	158.940848593427	1	1	875.360983618136	1	1	1
RP11.1143G9.4	1	1	1	1	1	451.403412906485	1	1
RP11.138A9.1	1	1	1	1	387.882087764039	1	1	1
RP11.138A9.2	1	1	1	1	462.338793838885	1	1	1
RP11.14N7.2	1	340.011079868021	1	1	1	1	1	1
RP11.160E2.6	1	1	1	152.689397425476	1	175.780236510068	1	1
RP11.291B21.2	1	1	1	1	615.204123490991	1	1	1
RP11.295G20.2	1	1	1	1	1	1	1	262.698949488223
RP11.325F22.2	1	1	1	117.677872591515	1	1	1	1
RP11.382A20.3	199.547331573572	1	1	1	1	1	1	1
RP11.417E7.2	1	136.596289660414	1	1	1	1	1	1
RP11.49I11.1	1	1	1	1	1	1	1	237.911682954122
RP11.532F12.5	1	1	1	1	1	1	313.485819384686	267.860874295177
RP11.536O18.1	241.806393832365	1	1	1	1	1	1	1
RP11.553L6.5	1	125.033926635197	1	1	1	1	1	1
RP11.834C11.4	1	124.822616951064	148.375602574505	1	1	1	1	1
RP5.1171I10.5	1	1	1	190.79263706557	1	177.797366355957	1	1
RPA2	1	139.977110021441	1	1	221.877415049189	1	1	1
RPA3	1	1	1	1	328.064549770894	127.134233199637	131.0206123068	617.89390478889
RPF2	1	1	1	1	1	1	141.043536848294	220.924658519233
RPIA	183.096947372221	1	1	1	1	1	1	195.515700264059
RPS6KA2	192.068101841857	1	1	1	1	1	1	1
RPS6KA4	1	1	1	1	1	112.911685922688	1	1
RPS6KA5	1	1	1	1	1	1	166.330084955978	1
RPS6KB2	1	1	1	113.485045271075	1	92.6540762214772	126.668727368142	248.519947838043
RPUSD3	1	1	1	1	1	1	1	274.163407570313
RRAD	1	1	226.699423567512	1	1	1	1	1
RRAS	1	1	190.557937268875	1	1	1	1	1
RRP1B	1	1	1	1	1	1	1	166.438046644651
RSBN1	1	1	1	1	290.891963741843	1	1	1
RSRC1	1	148.852185929813	166.335979614904	1	1	1	1	185.141360045422
RTCA	1	1	1	1	1	95.3044293915095	1	225.283868138115
RUFY3	1	124.781971387194	1	1	1	1	1	1
RUNX1T1	1	421.463175737064	140.279173299263	1	1	1	1	1
RUNX2	1	136.303591241568	1	1	1	1	1	1
RUSC1	1	1	1	1	1	1	1	225.766149634008
RUVBL1	1	1	1	1	1	1	1	294.720005622917
RUVBL2	1	1	1	1	1	1	173.199117150805	363.033119392021
RWDD4	1	1	1	1	1	1	141.024181947661	195.716972151315
RYBP	1	1	1	1	1	115.609670553029	1	1
S100A1	1	1	1	1	1	1	467.054408306622	363.821172720934
S100A14	1	1	1	1	1	1	703.281275932878	2378.61764133728
S100A16	980.706616751142	412.442519413351	1	1	1	1	806.872456941702	2148.82268163982
S100A2	1	1	1	1	1	1	331.926470323414	1776.52272031014
S100A4	1	2189.90025754664	6138.24846675588	379.273995936563	6873.60824710684	4678.84261554079	1	2092.19443281673
S100A7	1	1	1	1	1	1	1	3934.73180454749
S100A8	1	1	1	1	1	3823.55142886305	1	24978.7685846777
S100A9	1	1	1	1	1	5615.69091616781	403.11357035388	21890.3570023808
S100P	1	1	1	1	1	1	1	2745.10746129359
S1PR1	741.781285258902	1	1	1	1	1	1	1
S1PR3	1	1	190.208721391669	1	1	1	1	1
SAA1	1	1	1	1	1	1	2681.47676273803	636.098074509816
SAA2	1	1	1	1	1	1	750.970065834664	1
SAE1	139.142432330053	1	1	1	1	1	1	211.051337501737
SAFB	1	1	1	1	1	1	167.301709135258	1
SAFB2	1	1	165.586954313281	1	248.192556915088	1	149.795578497208	1
SAMD3	1	1	1	1	283.832978754602	1	1	1
SAMD9	145.082288088452	1	1	1	409.427413238305	148.820562321859	1	1
SAMD9L	139.963850301178	1	1	173.751523059913	343.616293305085	215.784857508874	1	1
SAMHD1	170.887958975777	201.307408999675	1	1	359.714093927849	673.336331863939	1	1
SAMSN1	1	1	1	174.79583462835	1558.93024602793	496.601722394309	1	1
SASH1	201.400684556014	1	1	1	1	1	1	1
SATB1	1	1	1	1	1	115.301642375581	1	1
SAV1	154.290265400457	1	1	1	1	1	1	1
SBSPON	1	1	1	1	1	1	252.534448468347	1
SCAMP1	1	113.157790175224	1	1	1	1	1	1
SCAMP4	1	1	1	1	1	1	109.854008763307	1
SCARB1	280.205619171875	1	1	1	1	1	1	1
SCARF1	229.154951411038	1	1	1	1	1	1	1
SCCPDH	1	1	1	1	1	1	216.219697159828	297.293904990189
SCD	1	1	1	1	1	1	1	220.026568605281
SCG5	1	193.441489156286	1	1	1	1	1	1
SCGB1B2P	1	1	1	1	1	1	1	22811.2701243626
SCGB1D2	1	1	1	1	1	1	1247.00949624092	1
SCGB2A2	1	1	1	1	1	1	4516.22179930577	8713.60127976765
SCGB3A1	1	1	1	1	1	1	2180.74428244728	1
SCIMP	1	1	1	1	1	122.729505404089	1	1
SCML4	1	1	1	1	353.693084444062	1	1	1
SCNM1	1	1	1	1	1	177.838250051491	1	244.474122240548
SCO2	1	1	1	1	1	178.302519972709	1	185.401311906126
SCPEP1	1	541.067849793303	406.09777400623	1	1	243.78524667994	848.830505891718	1
SCRN2	1	1	1	1	1	1	144.84207969857	1
SCYL1	1	109.331493034496	1	1	1	1	1	187.048481179189
SDAD1	1	106.308480854872	1	1	1	1	1	1
SDC1	1	372.122880141	1	146.564670051467	1	1	156.139251730729	239.497268213458
SDC2	1	375.439217526066	902.150815173689	1	1	1	170.400413397495	1
SDC3	1	1	1	1	1	108.900115980615	1	1
SDC4	1	1	1	1	1	1	620.77767962378	383.83447356792
SDHA	1	140.812778210528	190.28269538167	1	1	1	1	265.752295590402
SDHAF3	1	1	1	1	1	1	1	213.314080614109
SDPR	910.478820741141	1	1	1	1	1	1	1
SDR39U1	1	1	1	1	1	1	181.601408236285	1
SDS	1	1	1	1	1	316.241449209317	1	1
SDSL	1	1	1	1	1	108.817776813685	1	1
SEC11C	270.652089280229	1	176.669220738536	963.629921454195	386.91829424674	223.055850299169	372.11706729101	446.620185572858
SEC14L1	567.325276274372	1	1	160.311820436142	1	239.12194753578	130.275955876601	1
SEC22C	1	1	1	1	1	1	132.449264944649	1
SEC23A	1	182.246712665066	201.751222742701	1	1	1	1	1
SEC24D	1	188.522958893166	1	1	1	1	1	1
SECISBP2L	1	126.9497609072	1	1	1	1	1	1
SEL1L	1	1	1	149.468565799191	1	1	1	1
SEL1L3	1	1	1	180.39621961904	1	1	1	1
SELE	774.158807916258	1	1	1	1	1	1	1
SELENBP1	1	155.351714897137	361.939895468022	1	1	1	244.528426191911	380.858872369993
SELL	1	1	1	371.642156793223	783.483171829269	180.976664439299	1	1
SELP	285.780999481581	1	1	1	1	1	1	1
SELPLG	1	1	1	1	384.945870974084	217.046611474223	1	1
SEMA3C	1	1	1	1	1	1	238.661601789886	1
SEMA3G	253.048738728001	1	1	1	1	1	1	1
SEMA4A	1	1	1	1	1	145.259714035612	1	1
SEMA4D	1	1	1	1	259.695692347523	1	1	1
SEMA5A	1	191.652368775364	1	1	1	1	1	1
SEPHS2	1	1	1	1	1	1	291.953778462342	190.715251608808
SEPN1	218.646570195812	1	1	1	1	1	1	1
SEPT1	1	1	1	1	645.909379849488	1	1	1
SEPT11	1	474.560468251252	304.977202898654	1	1	1	1	1
SEPT4	1	1	1250.30862024907	1	1	1	1	1
SERINC2	1	1	1	1	1	1	506.325480891043	499.466124074178
SERPINA1	1	1	1	1	1	1305.10707103282	436.275392792389	1
SERPINB9	1	1	1	1	455.582137889722	345.169091537158	1	1
SERPINE1	362.250110861341	438.733984849114	1	1	1	1	1	1
SERPINE2	1	501.845719213918	1	1	1	1	1	276.252394263789
SERPINF1	1	3090.41673731016	1467.76863195085	1	1	479.356421872788	161.338666701754	1
SERPING1	673.005479342695	3269.33578609228	2705.35694982978	1	1	410.971982684035	651.17550117309	1
SERPINI1	1	1	458.926745251725	1	1	1	1	1
SERTAD4.AS1	166.774167573017	1	1	1	1	1	1	1
SESN3	1	138.59338243105	1	1	1	1	1	1
SETD2	1	1	1	1	288.605887164943	1	1	1
SF3A1	1	1	1	1	303.336413772431	90.4478266647819	138.446348212421	173.761985196411
SF3A2	1	131.010343065066	1	1	307.0269731115	1	263.531578130964	195.951526898787
SFN	1	1	1	1	1	1	1994.90238724183	375.660355220835
SFRP1	1	190.038802125163	1	1	1	1	824.300413666971	1
SFRP2	1	10304.3980396338	1	1	1	1	1	1
SFRP4	1	2424.62989962215	1	1	1	1	1	1
SFT2D2	1	140.757082462109	1	1	1	148.301738183413	1	1
SFXN1	1	1	1	1	268.176726136342	1	1	1
SGCA	1	1	162.860567477233	1	1	1	1	1
SGCB	1	273.50599552706	262.228287823083	1	1	1	1	1
SGCD	1	103.370357794562	1	1	1	1	1	1
SGCE	1	498.246834430424	392.882935750608	1	1	1	1	1
SGK1	722.050420413215	1	1	1	1	1588.03510211506	649.243927032048	1
SGTA	1	1	1	1	1	1	119.309720965404	1
SH2B3	1	1	1	1	1	189.098216581651	1	1
SH2D2A	1	1	1	1	705.584955324441	1	1	1
SH2D3C	203.987559916464	1	1	1	1	1	1	1
SH3BP1	1	1	1	1	272.120874753506	132.480470962107	1	1
SH3BP2	1	1	1	1	1	139.606150177059	1	1
SH3BP5	507.040855630005	292.439575147119	1	163.973212079778	1	175.205740373465	137.575874970605	1
SH3D19	1	125.919312856655	1	1	1	1	1	1
SH3PXD2A	1	172.455507375536	1	1	1	1	1	1
SH3PXD2B	1	206.617209825551	1	1	1	1	1	1
SH3TC1	1	1	1	1	1	107.297591366832	1	1
SH3YL1	1	1	1	1	1	1	438.277011324632	415.287495005969
SHC1	328.943648092164	120.763511978776	1	1	1	1	218.969640379445	1
SHE	197.788440126012	1	1	1	1	1	1	1
SHISA4	1	112.824273256682	1	1	1	1	1	1
SHKBP1	129.467219220153	1	1	1	220.743567475804	177.757897974758	1	1
SHMT2	1	122.500289845148	1	100.214541609029	1	1	143.554366314572	296.981990891405
SHOC2	197.443212607077	1	177.756000025475	1	236.023810014412	153.804096149061	1	1
SHTN1	1	1	1	1	1	142.108659924971	1	1
SIAH1	1	1	1	1	1	1	193.605364304901	1
SIGLEC1	1	1	1	1	1	167.346218877635	1	1
SIGMAR1	1	128.461535150992	1	1	1	1	1	244.877092979058
SIL1	1	159.137920419355	1	77.0400648322922	1	1	1	1
SIRPA	1	1	1	1	1	248.189931058012	1	1
SIRPG	1	1	1	1	313.966222665235	1	1	1
SIT1	1	1	1	1	355.944826852538	1	1	1
SKA2	1	1	156.139868239604	1	1	1	1	194.220103661485
SKAP1	1	1	1	1	677.509513793529	1	1	1
SLA	1	1	1	1	1332.02212625945	282.336406140885	1	1
SLA2	1	1	1	1	311.859827618085	1	1	1
SLAMF1	1	1	1	1	258.991332412987	1	1	1
SLAMF7	1	1	1	104.7763068265	1	122.076095534137	1	1
SLAMF8	1	1	1	1	1	181.483328361669	1	1
SLC11A1	1	1	1	1	1	452.0130378746	1	1
SLC12A2	1	1	1	1	1	1	228.516682694609	1
SLC15A3	1	1	1	1	1	136.372595151228	1	1
SLC16A3	1	1	1	1	1	410.888396880059	1	1
SLC1A3	1	1	1	1	1	140.997631030355	1	1
SLC1A5	1	1	1	1	1	1	346.048826490874	216.905416207315
SLC20A1	1	127.819275819416	1	1	326.271087758938	264.40775317093	182.608501039797	1
SLC25A1	1	110.736964579871	1	1	1	1	190.856267676577	341.263292160665
SLC25A19	1	1	1	1	1	143.767558173034	1	1
SLC25A24	1	1	1	1	1	108.418400199464	1	1
SLC25A25	186.417970309832	1	145.061993659125	1	1	1	243.652062063988	1
SLC25A26	1	1	1	1	1	1	148.375408812169	1
SLC25A33	1	1	1	1	1	97.6576198133245	246.782178800573	228.001637547327
SLC25A4	1	1	219.496728318474	1	1	1	208.968932323008	203.257187157341
SLC29A1	379.402691990551	1	1	1	1	1	226.152886426261	1
SLC30A5	1	1	1	1	1	1	139.618732569781	1
SLC31A1	1	1	1	1	1	97.9954745579072	1	1
SLC31A2	1	1	1	1	1	273.289460974923	1	1
SLC35B1	131.120579161615	1	1	87.794560466185	1	96.0046988966966	1	209.834331485946
SLC35C2	1	122.967537478743	1	1	1	1	1	1
SLC38A1	1	1	1	1	588.540453374727	1	234.044985473175	206.91592907183
SLC38A10	1	127.70184735094	1	86.5713831312767	1	1	1	1
SLC38A11	1	1	165.217147661281	1	1	1	1	1
SLC39A10	177.500835426087	1	1	1	1	1	1	1
SLC39A13	1	186.872730601439	1	1	1	1	1	1
SLC39A4	1	1	1	1	1	1	129.104062216039	246.521576101963
SLC39A6	1	175.164146624404	290.024546696938	1	1	1	687.087964721558	1337.36217687041
SLC43A2	1	1	1	1	1	233.051299414978	1	1
SLC43A3	1	1	158.26364587458	1	1	130.37886272651	1	1
SLC44A1	1	236.079890583726	1	1	1	1	143.939265651056	1
SLC44A2	351.19925024636	1	156.578975856348	1	1	1	123.913439473475	1
SLC4A7	1	1	1	1	1	127.3591857504	1	1
SLC50A1	143.394853909152	1	1	95.3030788775183	1	101.080543126072	1	290.615225143203
SLC52A2	1	1	1	73.3980884936286	1	1	1	222.344688685918
SLC5A3	1	1	1	1	1	126.441123785502	1	1
SLC7A5	1	1	1	90.1168562440367	420.548251391515	228.583312122697	1	1
SLC7A7	1	1	1	1	1	335.259279862296	1	1
SLC8A1	1	1	1	1	1	201.792112508994	1	1
SLC9A3R2	1681.40474772942	155.708948565885	1	1	1	1	1	1
SLCO2A1	537.614554361973	1	1	1	1	1	1	1
SLCO2B1	1	1	1	1	1	307.374736098869	1	1
SLCO3A1	1	1	227.303248077425	1	1	1	1	1
SLFN5	246.833423962627	1	1	1	489.529836319752	1	1	1
SLIT2	1	140.294296717584	1	1	1	1	1	1
SLIT3	1	199.356722314594	473.675265460417	1	1	1	1	1
SLK	182.68284933072	1	1	1	1	1	1	1
SLPI	1	1	1	1	1	1	2105.93116865704	998.967607931534
SMAD1	299.74435426566	1	1	1	1	1	1	1
SMAD5	155.481898573018	148.028760618819	1	1	1	1	1	1
SMAGP	203.592551268261	1	1	1	1	1	1	1
SMAP2	1	1	1	227.130086423003	393.378545719653	226.908653038213	1	1
SMARCA2	179.986914038157	161.806156504603	1	1	243.942422591733	1	147.830751995477	1
SMARCA4	1	1	1	1	1	1	1	219.029776860581
SMARCC1	1	1	1	1	1	1	1	203.980856409664
SMARCC2	1	114.208613101629	1	1	1	1	127.29638379424	1
SMC4	1	1	1	1	270.048320447607	1	1	276.634132996848
SMC5	1	120.776453099532	1	1	1	1	166.849038189438	1
SMCHD1	144.652153860275	114.931139969361	1	522.893133950826	1002.01806578223	254.430819933193	132.34067577978	1
SMG1	168.570646882616	1	1	1	303.065197252532	175.82786497625	176.27665503145	1
SMIM10L1	1	1	1	1	1	1	1	322.962699824319
SMIM22	1	1	1	1	1	1	292.319262614265	826.657842475045
SMIM3	1	250.840826684564	276.44560439856	1	1	164.988814368644	1	1
SMIM4	1	1	1	1	1	1	1	161.916792701901
SMOC2	1	424.546601160769	702.058082716301	1	1	1	1	1
SMPDL3A	1	136.52444707556	1	1	1	115.060440271914	1	1
SMTN	1	135.001136594197	243.806856906269	1	1	1	1	1
SMU1	1	1	1	1	1	1	169.794176290936	1
SNAI1	317.831861248272	1	1	1	1	1	1	1
SNAI2	1	221.360149174467	183.754527888442	1	1	1	1	1
SNAP29	1	1	1	1	1	136.462695375982	1	166.509372043723
SNAPC2	1	1	131.675397507695	1	1	1	1	1
SNCG	700.748545701574	1	549.687800147232	1	1	1	480.894693295327	1
SNHG18	1	140.890090031778	1	1	1	1	1	1
SNHG9	177.371610835688	1	1	1	1	1	256.314299280475	202.91620675879
SNRK	228.348130009328	1	165.850450733514	1	1	1	1	1
SNRNP200	1	1	1	1	242.679996439541	1	1	1
SNRNP25	1	1	1	1	1	125.724207927203	125.198525411011	375.641706075615
SNRNP27	1	155.272033354998	1	1	1	1	1	173.756312192685
SNTB2	192.094457086812	1	1	1	1	1	1	1
SNX10	1	1	1	1	1	501.703911151196	1	1
SNX20	1	1	1	1	1	100.825146625637	1	1
SNX8	1	1	1	1	1	97.0718413041422	1	1
SOAT1	1	1	1	1	1	128.555300992341	1	1
SOCS1	1	1	222.986834339881	185.477073292539	1164.96190629001	209.096990455351	169.772054242192	1
SOCS2	443.416865182228	1	1	1	1	1	1	1
SOD3	1	717.890525395593	3011.16067468047	1	1	1	1	1
SORBS2	176.055662620408	1	681.70232179379	1	1	1	154.27065587923	1
SORBS3	229.726166687916	252.119241492361	395.003066879399	1	1	1	207.623662306605	1
SORD	1	1	1	1	1	1	1	202.419476657298
SORL1	1	1	1	1	1	187.349951380778	1	1
SORT1	1	1	149.011833901838	1	1	1	1	1
SOS1	182.277278167635	1	1	1	1	1	1	1
SOX17	577.2813755572	1	1	1	1	1	1	1
SOX18	475.474440521269	1	1	1	1	1	1	1
SOX7	215.605554068106	1	1	1	1	1	1	1
SOX9	1	1	1	1	1	1	407.603331595694	1
SP110	1	1	1	1	1	106.204937757652	1	1
SP140	1	1	1	210.577644222836	373.348867307865	1	1	1
SPAG16	1	1	1	1	1	1	157.719360314088	1
SPAG4	1	1	1	85.9749267724534	1	1	1	1
SPARC	4009.96432880938	9652.03733642776	6617.46790134172	1	1	1	450.124025049388	1
SPARCL1	8909.85749471035	3026.60036850991	10919.5239747687	1	1	1	844.372959557061	1
SPATS2	1	1	1	117.357409517273	1	1	1	1
SPATS2L	1	351.770968063521	211.269513305846	1	1	110.269618113242	1	1
SPDEF	1	1	1	1	1	1	281.272753036301	354.743047972368
SPECC1	1	1	173.9328850447	1	1	1	1	1
SPG7	137.232275448775	1	1	1	1	1	1	1
SPI1	1	1	1	1	1	1117.82640360894	1	1
SPIN1	1	129.201179478377	1	1	1	1	1	1
SPINT1	1	1	1	1	1	1	387.819198632449	363.618182424223
SPINT2	1	1	1	184.413802026272	1	443.511989868273	2462.32009312212	2614.44120786965
SPN	1	1	1	1	253.410070337705	1	1	1
SPNS2	199.461330752279	1	1	1	1	1	1	1
SPOCK1	1	168.842668526894	1	1	1	1	1	1
SPOCK2	1	1	1	1	914.624711140268	1	1	1
SPON1	1	196.050578925533	1	1	1	1	1	1
SPON2	1	1643.9611333009	258.563572200825	1	1	1	1	1
SPP1	1	1	1	1	1	5041.72469730833	1	1
SPR	1	1	1	1	1	1	1	147.012264565806
SPRED1	1	1	1	1	1	123.790691433038	1	1
SPRY1	1668.59199735176	777.723403047161	185.367073848455	1	1	1	1	1
SPTAN1	357.454173342023	171.622322376342	1	1	294.617618196429	1	1	1
SPTBN1	934.42352084713	298.001729143591	318.31541911956	1	1	1	129.755911816048	1
SPTLC2	204.682750174072	1	1	1	1	117.237683239407	1	1
SQLE	1	1	1	1	1	1	1	295.085913156469
SQRDL	1	1	1	1	1	153.610086320145	1	181.69705413664
SRD5A3	1	1	1	1	1	105.481765929571	1	183.509264091522
SREK1IP1	145.739416468993	127.252634388299	1	1	1	1	1	1
SRGAP1	1	119.747339503306	1	1	1	1	1	1
SRGN	2520.57877885546	1	176.391957965303	1008.40013106053	12790.4804239206	8285.68099082568	1	432.783229206181
SRM	1	1	1	86.9920744420207	1	1	1	228.591799555854
SRP19	1	1	1	1	1	1	1	195.77780817743
SRPK1	1	1	1	1	1	1	144.969082596317	325.272014545017
SRPRB	1	122.569176190244	1	108.556772330159	1	1	1	188.893060573224
SRSF8	166.170329059269	1	1	1	261.471857711577	1	297.186549780908	191.503003488182
SSBP2	1	205.553270837872	249.079011528511	1	1	1	238.331861803197	1
SSFA2	364.159664051277	1	1	1	1	1	1	1
SSH2	1	1	1	1	257.541805933076	122.609242511384	1	1
SSPN	1	512.324113559525	241.93103150123	1	1	1	278.127237497642	1
SSSCA1	176.95299063295	1	157.946502384688	85.8584391789908	1	1	137.832937015262	312.092314012842
SSTR2	1	1	306.516735164819	1	1	1	1	1
ST3GAL1	1	1	1	1	296.23667264862	132.835146614676	1	1
ST3GAL4	1	156.594534385514	1	1	1	1	1	376.117483880536
ST5	1	173.498645851618	159.88202103822	1	1	1	164.48554098403	1
ST6GAL1	1	1	1	184.961934484585	1	1	1	1
ST6GALNAC4	1	1	1	147.127279101484	1	1	1	1
ST6GALNAC6	1	115.125015843793	195.655327014622	1	1	1	1	1
ST8SIA4	1	1	1	1	1	176.615282800145	1	1
STAB1	219.205013035633	1	1	1	1	446.99250158987	1	1
STAMBP	1	1	1	1	1	1	1	205.230900102125
STAP2	1	1	1	1	1	1	173.242819533279	176.810581298319
STARD10	1	1	1	1	1	1	154.231234529944	536.832551123951
STAT2	1	189.100273183819	1	1	1	123.733090022484	1	1
STAT4	1	1	1	1	701.078295686979	1	1	1
STAT6	1	1	1	1	1	109.918028637478	1	1
STC1	724.977475345516	1	1	1	1	1	1	1
STC2	1	1	1	1	1	1	529.300578203323	333.995512760897
STEAP1	1	188.818335116553	1	1	1	1	1	1
STEAP4	1	1	597.142258566097	1	1	1	1	1
STK17A	1	1	1	402.999443795857	1214.65515062788	116.144812352534	215.820676053713	199.01776726097
STK17B	1	1	1	334.013038021102	1619.66848582908	361.173342417046	1	1
STK38L	1	1	1	1	1	115.135056365588	1	1
STK4	1	1	1	628.467290314023	2076.90976527261	334.10934858946	1	1
STMN3	1	151.489155328028	1	1	1	1	1	1
STRA6	1	148.242856450841	1	1	1	1	1	1
STT3A	1	110.188688258966	1	1	1	1	1	1
STT3B	1	1	1	1	1	105.482546919757	1	1
STX11	1	1	1	1	1	360.147574819147	1	1
STX17	1	1	1	1	1	1	130.934898642583	1
STX3	1	1	1	1	1	1	145.12764220581	1
STX4	1	128.696737525434	1	1	1	205.699525721848	1	1
STX5	1	139.636111611938	1	104.598060114061	1	1	166.707550372687	1
STX7	1	111.000829455621	1	196.010144521766	1	266.553986934377	140.669924299107	1
STXBP2	1	1	1	1	1	300.526520617132	1	1
SUCLA2	1	1	184.51749870369	1	1	1	1	1
SUDS3	1	1	1	1	1	1	145.85185063265	234.643867490241
SULF1	1	424.646476760388	1	1	1	1	1	1
SULF2	324.138735030231	166.469955217422	1	1	1	1	1	1
SUN1	227.915358376332	1	1	1	1	1	1	1
SUN2	1	1	1	1	240.514019365167	1	1	1
SUPT16H	1	1	1	1	1	1	1	251.685535712903
SURF1	1	1	216.003039792261	107.525136432869	1	178.331077698256	214.63896111129	203.310697691022
SURF2	1	1	1	1	1	1	118.562464747246	181.087878489325
SUSD3	1	1	1	1	245.833812726485	1	1	1
SUSD6	1	1	1	1	1	131.526620143498	1	1
SVEP1	1	169.671627379484	1	1	1	1	1	1
SVIP	224.563187133346	1	1	137.033166917522	269.932891366629	1	135.244376599094	200.646125399199
SWAP70	558.843543721327	1	1	1	1	144.769339209276	156.308208483334	1
SWI5	1	164.138448212371	1	1	1	1	1	224.410470462551
SYK	1	1	1	136.044178212237	1	256.181537679011	1	1
SYNE1	1	130.453195042595	167.527141433066	1	1	1	1	1
