GeneSymbol	Endothelial	CAFs	PVL	B_cells	T_cells	Myeloid	Normal_Epithelial	Cancer_Epithelial
FAM173A	1	1	157.193811478703	87.3002658546852	1	139.664553355714	155.55563177502	294.581009502829
FAM195A	1	1	1	1	1	1	1	438.239656927209
FAM198B	381.034992271093	202.105910032619	1	1	1	121.54149401219	1	1
FAM207A	1	1	1	1	1	1	149.112429208948	226.155323221159
FAM20A	1	195.094243758131	1	1	1	1	1	1
FAM210A	1	1	1	1	1	131.156519384556	1	1
FAM210B	1	1	154.816184961312	1	1	1	467.195417921856	295.420580413294
FAM229B	1	129.455593358213	1	1	1	1	1	1
FAM26F	1	1	1	1	1	733.199296451917	1	1
FAM3B	1	1	1	1	1	1	269.642013825188	1
FAM43A	208.55330002186	1	1	1	1	1	1	1
FAM46A	1	302.465348727408	266.354782236149	1	1	135.898355095696	1	1
FAM46C	1	1	1	330.727881755766	651.467561841068	1	1	1
FAM49A	1	1	1	1	1	267.624084317778	1	1
FAM49B	1	1	1	204.555824276025	639.623521894746	751.413569187464	145.290200639489	336.924657555706
FAM60A	1	1	1	1	1	1	247.369834266673	298.495840825127
FAM65A	215.302874895795	1	1	1	1	1	1	1
FAM65B	1	1	1	1	292.135782762575	1	1	1
FAM92A1	1	124.368863099475	1	1	1	1	1	1
FARP1	1	1	144.738959591133	1	1	1	1	1
FARSA	1	1	1	1	1	1	1	196.162615240846
FARSB	1	1	1	1	1	1	1	205.528252655375
FAS	1	149.154806048862	199.59550114107	1	308.999242110607	1	1	1
FASN	1	1	1	1	1	1	1	288.946989531468
FAT1	1	1	201.071461049073	1	1	1	1	1
FBLIM1	1	137.050067414586	389.875668142136	1	1	1	1	1
FBLN1	1	1787.58416153497	1	1	1	1	1	1
FBLN2	491.963229823897	932.942203818278	1	1	1	1	1	1
FBLN5	330.961006002614	713.871432611069	1	1	1	1	1	1
FBN1	227.881758992004	602.347952773016	1	1	1	1	1	1
FBP1	1	1	1	1	1	285.118836532176	1	1
FBXO17	1	124.449339743232	1	1	1	1	1	1
FBXO2	1	1	1	1	1	1	205.14324379308	1
FBXO22	1	1	1	1	1	1	1	174.718382621899
FBXO32	1	235.486138416182	402.75660441811	1	1	1	1128.56830038995	1
FBXO9	1	1	1	1	1	1	154.07241605352	167.056838333147
FBXW7	1	1	1	81.3188980022171	1	1	1	1
FCGR1A	1	1	1	1	1	383.72454870273	1	1
FCGR2A	1	1	1	1	1	901.700711375608	1	1
FCGR2B	1	1	1	110.512834822805	1	367.221362410735	1	1
FCGR3A	1	1	1	1	1	1280.04938486875	1	1
FCHSD2	1	1	1	143.945299968664	1	145.842116583499	1	1
FCMR	1	1	1	288.629001859137	397.020630390068	1	1	1
FCN1	1	1	1	1	1	928.280762379811	1	1
FCRL5	1	1	1	227.777756068851	1	1	1	1
FDCSP	1	1	1	1	1	1	1	3402.30783797767
FERMT2	221.432757770302	217.031215029381	299.85088892921	1	1	1	1	1
FERMT3	1	1	1	1	266.193691300912	327.060310077281	1	1
FES	1	1	1	1	1	104.859015212721	1	1
FEZ1	1	1	142.771638982367	1	1	1	1	1
FGD2	1	1	1	1	1	130.153283173845	1	1
FGD4	1	1	1	1	1	126.133393070067	1	1
FGD5	199.146388002016	1	1	1	1	1	1	1
FGF7	1	710.647050186997	1	1	1	1	1	1
FGFR1	1	330.158773912274	1	1	1	1	1	1
FGL2	1	1	1	1	1	781.806732151583	1	1
FGR	1	1	1	1	1	241.242328718299	1	1
FH	1	1	1	1	1	1	1	350.911911107852
FHIT	1	1	1	1	1	1	134.496513220544	1
FHL2	1	254.081334092671	236.923202425416	1	1	1	1029.42433721584	298.387113154181
FHL3	1	142.174873635125	204.249374521858	1	1	1	137.127388559994	1
FHL5	1	1	229.663182200129	1	1	1	1	1
FIBIN	1	184.956195176528	1	1	1	1	1	1
FILIP1	221.307591985571	1	343.396573083033	1	1	1	1	1
FILIP1L	221.30794343489	407.447710006564	1087.66463325603	1	1	1	1	1
FIP1L1	1	116.9350433178	1	1	1	1	120.160416052615	1
FKBP10	1	458.099186718922	260.652434131361	1	1	1	1	1
FKBP11	188.270990692449	231.508801296687	1	717.973241127609	248.45708260362	1	1	1
FKBP14	1	115.437881421042	1	1	1	1	1	1
FKBP15	1	1	1	1	1	132.577352097514	1	1
FKBP1C	279.042595439417	1	1	1	1	1	1	1
FKBP5	1	1	1	1	445.212684025147	193.897734757999	1	1
FKBP7	1	304.318705029653	1	1	1	1	1	1
FKBP9	270.666030040001	216.194492096041	1	1	1	1	1	1
FLAD1	1	1	1	1	1	1	1	238.934848619764
FLI1	249.842139485657	1	1	1	260.977613559523	114.443185201496	1	1
FLII	1	1	1	1	1	106.356857165031	1	1
FLNB	314.144886921664	1	1	1	1	1	1	1
FLT1	840.624344619462	1	1	1	1	1	1	1
FLT3LG	1	1	1	1	500.268867601863	1	1	1
FMNL1	1	1	1	1	271.387055639121	204.428862462235	1	1
FMNL2	1	1	1	1	1	112.991316452853	1	1
FMO1	1	298.143873637631	1	1	1	1	1	1
FMO2	1	1	1	1	1	1	187.255593068923	1
FMOD	1	197.367399722883	1	1	1	1	1	1
FN1	977.453594360489	5974.59969992209	1483.80980420916	1	1	787.507734374869	1	1
FNBP1	1	119.288261312369	1	241.247774260288	623.175067394829	264.092087263663	1	1
FNBP1L	156.736957652443	1	1	1	1	1	161.312839248452	1
FNDC3A	1	141.241419695032	1	107.071756256768	1	137.368895666706	1	1
FOLR1	1	1	1	1	1	1	201.979307369018	1
FOLR2	1	1	1	1	1	416.575968650554	1	1
FOPNL	1	1	1	1	1	1	147.606898019298	210.375212803563
FOSL1	1	1	1	1	1	1	345.617568589082	1
FOXN2	1	1	1	1	299.377261816796	97.2192079716501	1	1
FOXN3	1	143.826778490341	1	1	268.461102184757	167.53803860317	1	1
FOXS1	1	1	359.782915394944	1	1	1	1	1
FPR1	1	1	1	1	1	301.374353832309	1	1
FPR3	1	1	1	1	1	292.818783964518	1	1
FRMD3	1	1	167.023981966065	1	1	1	1	1
FRMD4A	1	1	153.026633899133	1	1	1	1	1
FRMD4B	303.01962480838	1	1	1	1	200.043376560547	1	1
FRMD6	1	225.139376879074	1	1	1	1	116.791954658335	1
FRY	234.585101425388	1	1	1	1	1	1	1
FRYL	253.697621180147	1	1	1	1	1	1	1
FRZB	1	566.816560490083	1716.03106063071	1	1	1	1	1
FSTL1	389.503183103599	1157.76990615298	300.600867426352	1	1	1	1	1
FUBP1	136.911831480158	1	1	1	1	1	1	158.956586473474
FUCA1	1	1	1	1	1	134.97359365559	1	1
FUOM	1	1	1	1	1	223.342070629771	1	1
FUT8	1	117.97905949289	1	1	1	1	1	1
FXYD1	1	578.581451926258	599.491247408021	1	1	1	1	1
FXYD3	1	1	1	1	1	1	1571.41351703799	1912.01509919981
FXYD6	1	271.900634722299	297.40438437806	1	1	1	1	1
FYB	1	1	1	1	1976.45258141866	900.884482637065	1	1
FYN	165.28978670421	1	1	1	1051.9929709569	1	1	1
FZD4	278.016657493681	1	1	1	1	1	1	1
FZD6	165.326701395722	1	1	1	1	1	1	1
G0S2	1	1	1	1	1	3338.36183562844	1	1
GAA	1	116.92138454722	1	1	1	195.505642744866	1	1
GABPB1	1	1	1	1	364.844106176756	115.058122775979	144.251980139758	1
GABPB1.AS1	1	126.365852298854	1	218.38914562116	286.03573692206	1	172.476705143685	1
GABRP	1	1	1	1	1	1	789.17165512536	1
GAL	1	1	1	1	1	1	1	415.484518229668
GAL3ST4	1	1	1	1	1	106.166847251745	1	1
GALE	1	1	1	1	1	1	1	178.306464100063
GALK1	1	1	1	1	1	98.1432938941218	1	178.838749932145
GALM	1	1	1	1	354.628232812696	118.820428973938	1	1
GALNT11	1	137.67894858971	1	1	1	1	1	1
GALNT16	1	155.453142611244	1	1	1	1	1	1
GALNT18	219.547045149556	1	1	1	1	1	1	1
GALNT3	1	1	1	1	1	1	195.763015664071	1
GAMT	1	1	188.550135220736	1	1	1	244.508964009474	166.351674388685
GANAB	1	114.432861032428	1	1	1	1	1	1
GAPT	1	1	1	1	1	164.048710247443	1	1
GARS	1	121.690741325804	1	1	1	1	1	375.147312111305
GAS1	1	226.830743757644	1	1	1	1	1	1
GAS7	1	206.79921267067	1	1	1	1	1	1
GATA2	191.366398698385	1	1	1	1	1	1	1
GATA3	1	1	1	1	452.974066314485	1	529.945873972804	556.055321238646
GBP4	310.616811703602	1	1	1	1	182.300098248243	1	1
GBP5	1	1	1	1	519.901208328779	218.413023277196	1	1
GCA	1	1	1	1	1	292.930075783421	1	1
GCAT	1	1	1	1	1	1	1	250.05645548622
GCHFR	1	1	1	1	236.535818251533	157.200068978001	1	1
GCLM	1	1	1	1	1	1	160.853489482089	180.340410822608
GDE1	1	1	1	1	1	99.894709051667	1	201.593448937408
GEM	1	1591.75455573422	1537.42775450379	1	427.903872556932	195.9048191564	1502.87083521438	1
GFER	1	1	1	1	1	1	1	153.120250366458
GFOD1	243.574295952138	1	1	1	1	1	1	1
GFOD2	176.663344336718	1	1	1	1	1	1	1
GFPT1	1	1	1	1	1	1	1	179.793789361876
GGA1	1	1	1	1	1	117.888662488641	1	1
GGA2	1	1	1	1	1	117.404016123689	1	1
GGH	1	1	1	1	1	1	1	202.998380826841
GGPS1	1	137.295488680577	1	1	1	1	1	251.664447298243
GGT5	1	548.133717476823	476.479659423692	1	1	1	1	1
GIMAP1	299.696864442018	1	1	1	1	1	1	1
GIMAP4	702.482639282797	1	1	1	655.302908426167	379.060451119977	1	1
GIMAP6	285.571963612153	1	1	1	1	1	1	1
GIMAP7	1016.07754653769	1	1	1	738.85630165585	138.080242539996	1	1
GIMAP8	160.819272715934	1	1	1	1	1	1	1
GIPC1	1	1	1	1	1	1	1	216.393526556642
GIT2	1	1	1	1	1	116.148633861654	1	1
GJA1	435.893750974385	185.840459437596	1	1	1	1	1	1
GJA4	722.36881624778	1	1237.56052844104	1	1	1	1	1
GJA5	251.878968397647	1	1	1	1	1	1	1
GJC1	1	1	340.370129306965	1	1	1	1	1
GLB1	1	1	1	1	1	110.817613164064	1	1
GLIPR1	1	225.330393106795	1	176.268294755509	905.84659563416	531.642224757259	242.095899677396	1
GLIPR2	1	196.013782289477	160.662205132023	1	368.033970543898	325.357958411065	1	1
GLRX2	1	1	1	1	1	1	1	232.488830062698
GLRX5	1	1	179.246848913321	1	1	1	1	1
GLS	167.937726326206	120.791520147991	1	1	282.530517707606	137.491152259644	1	1
GLT8D1	1	247.559003239141	1	1	1	1	1	1
GLT8D2	1	398.143425169002	1	1	1	1	1	1
GM2A	1	1	1	1	1	191.405232833456	1	1
GMFG	520.581975569924	1	262.248959448473	270.846388267294	1710.32314291343	770.90744044715	1	1
GMPPB	1	1	1	89.4651732469103	1	1	1	1
GMPR2	125.88697629385	1	1	1	1	1	152.15660503661	1
GMPS	1	1	1	1	1	1	1	327.676991726355
GNA13	1	1	1	1	1	309.59561895652	1	1
GNA15	1	1	1	1	1	248.983935382011	1	1
GNAI1	1	1	177.545273661271	1	1	1	1	1
GNAQ	347.770789247991	123.852811338422	1	1	1	216.389030142171	1	1
GNB4	145.415526508448	1	159.089886282994	1	1	194.38174233118	1	1
GNB5	1	113.670515777451	1	1	1	1	1	1
GNG11	3376.0124697691	450.894278756783	502.228887916345	1	1	1	1	1
GNG2	1	1	1	1	1036.26124906314	1	1	1
GNG7	1	1	1	205.200326858742	1	1	1	1
GNL2	1	1	1	1	1	1	1	207.014787214725
GNL3	1	136.429280114923	1	123.614850986674	1	156.050102566201	236.404244993063	382.795035514127
GNLY	1	1	1	1	4238.30338872187	1	1	1
GNPAT	1	1	1	1	1	1	1	151.230192949051
GNPNAT1	1	1	1	1	1	1	1	151.825344873836
GNPTAB	1	1	1	1	1	108.844693291223	1	1
GNS	228.942657949394	1	1	1	1	303.62549478387	1	1
GOLGA2	1	196.684057595075	1	1	1	1	1	173.895980525656
GOLIM4	163.208907775684	287.855497683852	268.977034848479	1	1	1	1	1
GOLM1	1	182.968463387255	1	1	1	1	1	1
GOSR1	1	121.844711836394	1	1	1	1	130.854196030032	1
GOT1	1	1	1	1	1	1	1	167.938400757993
GOT2	1	1	1	1	1	1	137.28965275158	1
GPATCH4	1	1	1	1	1	1	1	186.295104137656
GPATCH8	1	169.703721319545	1	1	1	1	1	1
GPCPD1	1	1	1	1	320.299027292462	232.660105157692	1	1
GPIHBP1	199.931650819722	1	1	1	1	1	1	1
GPNMB	1	768.668597031908	284.941661050773	1	1	555.888881167188	1	1
GPR137B	1	1	1	1	1	152.286948173494	1	1
GPR146	254.536770413529	1	1	1	1	1	1	1
GPR160	1	1	1	1	1	1	1	176.264046701417
GPR171	1	1	1	1	706.968955265525	1	1	1
GPR183	1	1	1	537.049709558673	1376.73566978897	2075.46068685738	1	1
GPR4	157.560197654838	1	214.017798056108	1	1	1	1	1
GPR65	1	1	1	1	663.328356095182	309.168596988406	1	1
GPRC5A	1	1	1	1	1	1	1	398.026658061892
GPRC5B	184.219950245622	1	1	1	1	1	1	1
GPRC5C	1	1	412.32209355635	1	1	1	1	1
GPRIN3	1	1	1	1	325.206478597941	98.9561549868384	1	1
GPS1	1	1	1	1	1	107.336250109216	1	273.923686674569
GPSM3	1	1	1	416.886944698301	1130.67633804935	639.481461084459	1	1
GPX3	220.837705374845	1	1356.02367052464	1	1	1	1	1
GPX7	1	176.117903424412	1	1	1	1	1	1
GPX8	1	301.939098153938	1	1	1	1	1	1
GRAMD1A	289.046734109207	1	1	1	1	1	1	1
GRAMD3	1	1	1	1	1	1	311.907173615208	1
GRASP	209.533626414397	1	1	1	1	132.765631829064	1	1
GRB10	186.829937235287	1	1	1	1	1	1	1
GRB7	1	1	1	1	1	1	312.056869106136	1
GRK5	1	1	182.392088103725	1	1	1	1	1
GRPEL1	146.591662173191	1	1	1	342.269826625565	1	264.884613981654	231.252061357865
GSK3B	1	1	1	1	1	1	144.728252676883	1
GSS	1	1	1	1	1	1	1	171.257156917638
GSTO2	1	1	1	1	1	1	211.750281681448	154.956078183151
GTF2F2	1	1	1	1	1	1	1	172.537750518883
GTPBP4	1	1	1	1	1	1	127.601866410263	325.275326927521
GUCY1A2	1	1	178.466917164967	1	1	1	1	1
GUCY1A3	1	146.17133054154	635.793452513794	1	1	1	1	1
GUCY1B3	1	1	593.584598182204	1	1	1	1	1
GULP1	1	170.312776295027	1	1	1	1	1	1
GUSB	159.134172504914	150.206500286552	1	82.5104154301413	1	155.389524616122	1	157.311951348205
GZMA	1	1	1	1	2238.37764530661	1	1	1
GZMB	1	1	1	1	1765.26185141174	1	1	1
GZMH	1	1	1	1	790.388096340342	1	1	1
GZMK	1	1	1	1	1490.80737285069	1	1	1
GZMM	1	1	1	1	611.201477176691	1	1	1
H1FX	154.369240726431	1	1	1	1	1	1	1
H3F3C	318.554808435977	1	1	1	1	1	1	1
HACD4	1	147.882773748943	1	1	1	174.049812664079	1	1
HADH	1	1	1	1	1	1	240.639258446655	184.087044494185
HAGH	135.0677088645	1	176.779897603561	79.2472585525259	1	134.003234292542	1	219.325966309581
HAPLN3	331.634877329064	1	210.178055240467	1	1	1	214.393217296561	1
HAUS1	1	1	1	1	1	1	1	185.832774889594
HAVCR2	1	1	1	1	1	260.692258137761	1	1
HBEGF	423.788152072079	1	1	1	1	807.852031262378	183.644812475311	1
HBS1L	1	1	1	1	1	1	1	251.316171647253
HCG18	1	1	1	1	267.221901513044	1	1	1
HCK	1	1	1	1	1	386.677051038055	1	1
HCLS1	1	1	1	266.906466498878	824.539673276264	590.955571213561	1	1
HCST	1	1	1	1	2174.71116932412	986.463125178057	1	1
HDAC5	1	1	195.132179605317	1	1	1	1	1
HDAC7	283.176916513567	1	1	1	1	1	1	1
HDGF	1	1	1	1	1	1	132.350414017082	331.057889666721
HDHD3	1	1	1	1	1	1	142.165315900854	1
HEBP2	154.610085559541	1	1	1	1	1	155.105385853409	380.450105785441
HEG1	640.522471465613	113.554085510848	1	1	1	1	1	1
HELZ	1	1	1	1	1	102.285471947158	1	1
HERC1	1	1	1	1	264.353299900436	1	1	1
HERC2	212.549677292697	1	1	1	1	1	1	1
HERPUD2	1	1	1	1	527.468695879015	1	1	1
HEY1	533.521365230764	1	1	1	1	1	1	1
HEY2	1	1	244.060716686807	1	1	1	1	1
HEYL	1	1	303.648140676956	1	1	1	1	1
HGS	1	1	1	1	1	1	1	166.427889581832
HHEX	287.808987212727	1	1	1	1	1	1	1
HIBCH	134.461331593082	1	1	1	1	1	136.882422251623	1
HIC1	1	125.781297039828	1	1	1	1	1	1
HIGD1B	1	1	1133.70101603924	1	1	1	1	1
HILPDA	1	1	1	1	1	1	1	317.899318488456
HIP1	188.06247841723	1	155.038307186879	1	1	1	1	1
HIPK3	214.855432739299	1	1	1	1	1	1	1
HIST1H1C	1	1	1	128.590109420034	1	1	1	360.336186949474
HIST1H2AC	191.954084693322	1	1	139.216049351796	1	127.686351925261	338.571530323515	295.985542035623
HIST3H2A	1	1	1	1	1	1	257.560395653487	1
HK1	1	1	1	1	1	104.849164600633	1	166.452281371281
HLA.DMA	874.765992327999	1	1	647.150088357661	304.404393182213	2109.12045955903	196.453583984423	1
HLA.DMB	181.521707346843	1	1	359.198812093392	1	893.954338575763	1	1
HLA.DOA	1	1	1	1	1	158.252239678928	1	1
HLA.DPA1	1967.79614967181	1	1	3039.70039074554	1248.07994760723	12686.2643856938	271.881377456544	521.347886326131
HLA.DPB1	1671.87960642606	1	1	2849.66896994348	1130.66588487118	10305.7516032817	264.837816378895	462.967968510398
HLA.DQA1	432.210671400365	1	1	1378.22570105422	484.924555005042	4720.29379854936	309.192280532456	1
HLA.DQA2	193.325099292879	1	1	574.448522133985	1	1190.66664872606	1	1
HLA.DQB1	612.578702818352	1	1	1481.97637920856	462.592363787133	4067.6762825967	260.672124035093	267.926616129668
HLA.DQB2	1	1	1	1	1	159.985336353969	1	1
HLA.DRA	4175.71243713185	1	1	7036.7031715515	1143.26453409493	22984.0659279974	1124.32032308611	1311.49497527959
HLA.DRB1	4156.30022723456	1	1	2222.93678476784	1454.1652077053	12445.4310188367	720.370568591407	595.799527686389
HLA.DRB5	2140.95224241304	1	1	1692.71232874483	844.082335089412	7514.64356271551	608.325627542618	278.202044593531
HLX	176.982084612925	1	1	1	1	1	1	1
HMCN1	1	136.739324602735	1	1	1	1	1	1
HMGA1	1	1	1	213.230673759133	316.598479150407	351.027975507719	510.711632119992	2200.2255747884
HMGN4	1	1	1	1	292.636564791568	1	196.26484595667	1
HMGXB4	1	111.438134294583	1	1	1	1	1	1
HMHA1	1	1	1	1	235.444604350788	111.385088432953	1	1
HMOX1	1	1	1	1	1	908.752113169529	1	1
HN1L	1	1	1	1	1	1	1	248.033607846383
HNRNPL	1	114.08302841719	1	1	1	1	137.937141574385	1
HNRNPLL	1	1	1	1	422.747169090456	1	179.480759288313	1
HNRNPU.AS1	1	1	1	1	1	101.592782803859	1	1
HOOK2	1	1	1	1	1	1	281.93990186809	271.296561778877
HOPX	1	424.306678018673	535.712145387178	1	863.028330948508	1	1	1
HOTAIRM1	1	1	1	1	1	1	189.441356152799	1
HOXB.AS1	1	1	196.258908433707	1	1	1	1	1
HOXB2	1	195.155794161487	177.723586194317	1	1	1	1	1
HOXB7	176.164837191406	1	1	1	1	1	1	1
HOXD8	230.029236777212	1	1	1	1	1	1	1
HOXD9	260.141876899357	1	1	1	1	1	1	1
HPS5	1	1	1	1	1	107.008269489526	1	1
HRH2	1	1	184.663486722719	1	1	1	1	1
HSBP1L1	1	1	1	1	1	1	212.777411120617	287.326196276388
HSDL2	1	1	184.746802655265	1	1	1	1	1
HSH2D	1	1	1	178.906849608611	1	1	1	1
HSPA12B	201.077111200786	1	1	1	1	1	1	1
HSPA2	217.236602967463	1	309.29614979753	1	1	1	245.541460592718	1
HSPA6	1	1053.82521742336	1097.48566571854	1	1	791.761499245479	1	1
HSPB2	1	1	155.581654556983	1	1	1	1	1
HSPB6	1	187.359987502656	374.86747337537	1	1	1	1	1
HSPB8	1	1	368.120633003735	1	1	1	1	1
HSPBP1	1	1	1	1	1	1	127.888595613927	198.600449940046
HSPG2	2277.26500347274	381.471320603609	1	1	1	1	1	1
HTRA1	358.371338283331	925.099489405484	1	1	1	1	1	1
HTRA3	1	602.505719076146	1	1	1	1	1	1
HVCN1	1	1	1	1	1	110.769412180951	1	1
HYAL2	1824.88414506184	1	1	1	1	1	1	1
IARS2	1	1	1	1	1	1	1	166.504259510236
ICAM2	1135.98090705784	1	1	126.486328430305	1	1	1	1
ICAM3	1	1	1	278.157149070612	647.033519930244	1	1	1
ICOS	1	1	1	1	1106.8321838824	1	1	1
ID1	2613.12187251127	484.49158356338	600.206482493718	1	1	1	324.71331533787	1
ID4	1	1	375.974625365905	1	1	1	242.345357324362	1
IDH1	1	1	1	1	1	179.114510737932	1	251.870928134115
IDH2	1	1	1	252.536474046154	427.895962104965	273.567969632917	369.692717046184	1401.60560935946
IFI30	1	1	1	1	1	602.062643783118	1	1
IFI44	277.505336114687	1	1	1	289.125852339882	157.491934833273	1	1
IFIH1	1	1	1	1	1	112.0035380316	1	1
IFIT2	1	1	196.329114218946	1	1	282.717515112885	1	1
IFNAR2	164.872031185936	1	1	157.153907221098	212.420070834856	144.174351537056	1	1
IFNG	1	1	1	1	1943.04590497481	1	1	1
IFRD2	1	1	1	1	1	1	153.571171934527	201.692026946525
IFT22	1	1	1	1	1	1	185.076980424904	236.550903651714
IFT52	1	116.213459739011	156.692259940241	1	1	1	1	164.361015215181
IFT57	1	179.6415808561	201.126870696251	207.205208774637	1	1	244.122454317024	273.539191099364
IGF1	1	1715.86402590267	1	1	1	1	1	1
IGF2	731.534578935906	1121.90740927623	1	1	1	1	1	1
IGFBP3	2010.08148026991	481.107726014645	1	1	1	1	1	1
IGFBP5	665.407131910959	1207.15686722203	3767.65940873571	1	1	1	275.807609257502	564.269072759972
IGFBP6	1	988.624396807991	1	1	1	1	1	1
IGFBP7	15826.9921435481	10415.4302021382	30775.3281899937	1	1	209.648215347924	512.495877513139	567.839380381395
IGFLR1	1	1	1	1	1	122.21709367532	1	1
IGHA1	381.449150514486	389.717142005149	454.565269170899	8826.65742848133	1	1	1	1
IGHA2	1	1	1	1351.77522081918	1	1	1	1
IGHG1	1	1	1	32393.1811831301	1	1	1	1
IGHG2	1	1	1	2197.63882128162	1	1	1	1
IGHG3	1	1	1	8951.15952249052	1	1	1	1
IGHG4	1	1	1	6299.52141672362	1	1	1	1
IGHGP	1	1	1	803.04577430914	1	1	1	1
IGHM	1	1	1	1990.02894474524	1	1	1	1
IGHV1.18	1	1	1	8728.39045343945	1	1	1	1
IGHV1.2	1	1	1	4043.33713085046	1	1	1	1
IGHV1.3	1	1	1	4645.18605552595	1	1	1	1
IGHV1.46	1	1	1	7960.26683886678	1	1	1	1
IGHV1.69	1	1	1	2953.29472628065	1	1	1	1
IGHV3.11	1	1	1	2560.99510264964	1	1	1	1
IGHV3.15	1	1	1	5886.60019996085	1	1	1	1
IGHV3.21	1	1	1	11352.5351178653	1	1	1	1
IGHV3.23	1	1	1	10047.6465020988	1	1	1	1
IGHV3.30	1	1	1	9709.13683657353	1	1	1	1
IGHV3.48	1	1	1	2238.72956534538	1	1	1	1
IGHV3.53	1	1	1	2151.13604937745	1	1	1	1
IGHV3.66	1	1	1	1974.76816731992	1	1	1	1
IGHV3.7	1	1	1	2622.38533143533	1	1	1	1
IGHV3.74	1	1	1	5313.70084861847	1	1	1	1
IGHV4.34	1	1	1	4049.73374210999	1	1	1	1
IGHV4.39	1	1	1	9168.73703468604	1	1	1	1
IGHV4.59	1	1	1	2729.15144750473	1	1	1	1
IGHV5.51	1	1	1	3794.84898794186	1	1	1	1
IGHV6.1	1	1	1	12873.1799396635	1	1	1	1
IGKC	2334.69425272958	1436.07356705488	1916.61664280774	86068.4890981765	1032.35869926871	893.430697933602	1	880.960342992512
IGKV1.12	1	1	1	1593.33942875713	1	1	1	1
IGKV1.16	1	1	1	4721.59901138962	1	1	1	1
IGKV1.17	1	1	1	3395.28954539469	1	1	1	1
IGKV1.27	1	1	1	2868.70112018743	1	1	1	1
IGKV1.39	1	1	1	2193.76453795182	1	1	1	1
IGKV1.5	1	1	1	34079.9118237595	1	1	1	527.940913397456
IGKV1.6	1	1	1	2087.83791020365	1	1	1	1
IGKV1.8	1	1	1	7040.18968201315	1	1	1	1
IGKV1.9	1	1	1	27777.6003982502	1	1	1	1
IGKV1D.39	1	1	1	2054.22483782877	1	1	1	1
IGKV3.11	1	1	1	33495.3418746222	1	1	1	353.125558180193
IGKV3.15	1	1	1	32915.1874545376	1	1	1	1
IGKV3.20	1	1	1	43073.0536365818	1	1	1	402.328178022787
IGKV3D.11	1	1	1	4848.68483255678	1	1	1	1
IGKV3D.20	1	1	1	627.642281983841	1	1	1	1
IGKV4.1	1	1	1	28281.7653775214	1	1	1	1
IGLC2	836.694013177056	405.969255221708	615.585890844895	27132.5639689867	1	1	1	1
IGLC3	469.15853699605	1	549.098101182773	18187.0574809303	1	1	1	1
IGLL5	1	1	1	886.812797565719	1	1	1	1
IGLV1.40	1	1	1	18424.204021882	1	1	1	1
IGLV1.44	1	1	1	13056.4042408781	1	1	1	1
IGLV1.47	1	1	1	8969.08590960081	1	1	1	1
IGLV1.51	1	1	1	12297.3771624682	1	1	1	1
IGLV2.11	1	1	1	9059.76727010709	1	1	1	1
IGLV2.14	1	1	1	22635.4438465368	1	1	1	1
IGLV2.18	1	1	1	2679.90702539404	1	1	1	1
IGLV2.23	1	1	1	9654.32290371287	1	1	1	1
IGLV2.8	1	1	1	7856.78213843931	1	1	1	1
IGLV3.1	1	1	1	10485.8821259841	1	1	1	1
IGLV3.19	1	1	1	4427.29561119402	1	1	1	1
IGLV3.21	1	1	1	10836.736910788	1	1	1	1
IGLV3.25	1	1	1	19201.9449223648	1	1	1	1
IGLV3.9	1	1	1	2775.3624565827	1	1	1	1
IGLV6.57	1	1	1	4195.21949587747	1	1	1	1
IGSF6	1	1	1	1	1	730.841844873493	1	1
IGSF8	1	1	1	1	1	1	167.536481590994	151.054390698722
IKBIP	188.549898222568	212.276373578043	1	86.2740680013796	1	116.405459536133	1	1
IKZF1	1	1	1	1	472.629999916503	133.510223185795	1	1
IKZF3	1	1	1	153.307607396323	350.231152659249	1	1	1
IL10	1	1	1	1	1	237.021475354472	1	1
IL10RA	1	1	1	111.736639993101	554.542813209461	333.409914471385	1	1
IL10RB	1	1	1	1	1	166.083444535401	1	1
IL15RA	1	140.952704303584	1	1	1	1	1	1
IL16	1	1	1	134.991854120282	277.66918383825	1	1	1
IL17RA	1	1	1	1	1	110.070754772953	1	1
IL17RC	1	1	1	1	1	1	128.450377015336	1
IL18	1	1	1	1	1	307.265428315559	1	1
IL1B	1	1	1	1	1	2636.67705373819	1	1
IL1R1	172.906138572627	1	1	1	1	1	1	1
IL1RN	1	1	1	1	1	651.980932115879	1	1
IL21R	1	1	1	1	260.134039389703	1	1	1
IL27RA	1	1	1	1	316.273210716161	1	1	1
IL2RB	1	1	1	1	446.11245973817	1	1	1
IL32	887.897520929944	711.569217854398	317.841114450451	1	5180.49990864679	1	403.961930615804	469.129837961096
IL33	594.642974828462	1	1	1	1	1	1	1
IL4I1	1	1	1	1	1	246.138203101675	1	1
IL6	470.853171221007	1	561.645094310187	1	1	1	1	1
IL6R	1	1	1	1	1	138.954624390407	1	1
IL7R	1	1	1	1	5704.99917643378	1	1	1
IMMP2L	1	1	1	1	1	1	157.089764553942	1
IMMT	1	1	1	1	1	1	1	233.132552307469
IMPDH1	1	1	1	1	1	113.882610666334	1	411.24160574148
INAFM1	1	267.369527294806	537.850076284563	1	1	1	1	1
INHBA	1	387.234677754439	1	1	1	1	1	1
INHBB	151.799312916678	1	1	1	1	1	1	1
