GeneSymbol	T_cell	Endothelial_cell	B_cell	Fibroblast	Cancer_cell	Myeloid_cell	Mast_cell	pDC
EGFLAM	1	1	1	166.901088247964	1	1	1	1
EGLN3	1	1	1	1	133.269959007712	1	1	270.977435232115
EGR1	1	377.229359494732	419.204331618056	1201.8648273345	491.068376057058	830.99734175067	1596.21504610695	1
EGR2	1	1	1	83.5171317265974	1	99.0500244822569	1	1
EGR3	1	1	1	1	1	1	222.1229615541	1
EHD1	199.82308182168	1	1	1	70.4790456896285	83.5169113867983	1	62.4263016570341
EHD2	1	564.627762094648	1	338.587799985265	65.4313804508752	1	1	1
EHD4	1	452.444216732039	1	1	1	128.176236961109	1	1
EHF	1	1	1	1	221.343337239821	1	1	1
EIF4EBP3	1	1	1	1	179.332451621106	1	1	124.676246860981
ELF3	1	1	1	1	734.133924715875	1	1	1
ELK3	1	594.098069827643	216.513818524778	82.5087367571299	1	74.3467875642135	1	1
ELK4	1	102.312391528159	1	65.5912043684761	59.6686689884762	1	281.231882319135	137.830011586545
ELL	1	1	1	1	1	65.7435322255859	1	232.197424547806
ELL2	1	1	168.903239296114	1	1	196.909276779718	300.900890751007	1
ELMO2	1	1	1	1	1	1	1	118.413319658498
ELN	1	186.895355739503	1	604.199231006756	1	1	1	1
EMB	737.751868168682	1	370.10817367665	1	1	110.212072713176	1	328.549844238836
EMCN	1	970.068030809896	1	1	1	1	1	1
EMILIN1	1	1	1	467.701356346714	1	1	1	1
EMILIN2	1	1	1	1	1	178.365874977586	1	1
EML2	1	1	1	1	85.7923261285758	1	1	1
EML3	176.339114265821	165.459948396463	1	63.072154965808	113.786076291044	1	1	1
EMP1	1	922.646543619299	1	328.770207909084	106.269008463183	115.188416951394	1	1
EMP2	1	462.839008084089	1	380.850434687441	581.083832345594	1	1	1
ENC1	1	1	1	78.4820052068945	1	1	1	1
ENG	1	3026.76778206319	1	237.609049179544	1	460.809609538546	1	1
ENPEP	1	1	1	141.750514671731	1	1	1	1
ENPP2	1	693.038589434021	1	153.460518083671	1	1	1	201.463680919478
EOGT	1	150.774407211615	1	1	1	1	1	1
EOMES	302.240707233995	1	1	1	1	1	1	1
EPAS1	1	1335.79226016147	1	329.337310210516	69.5320719594116	1	1	1
EPB41	360.93767247649	1	213.64886269215	1	56.6488807936968	1	1	172.990755674888
EPB41L1	1	1	1	1	77.4780256629197	1	352.290878136256	1
EPB41L3	1	75.6553327390242	1	1	1	194.50872870931	1	1
EPB41L4A	1	122.776767266903	1	1	1	1	1	1
EPCAM	1	1	1	1	599.690549170606	1	1	1
EPHA2	1	72.5890586302236	1	1	1	1	1	141.067803183584
EPHA4	1	111.4294734891	1	1	1	1	1	1
EPHB1	1	1	1	1	1	1	1	258.281180141938
EPHB4	1	268.220226566597	1	1	76.8042186724882	1	1	1
EPM2AIP1	1	1	1	68.7609840552249	74.1216289064928	1	239.093262743716	85.7177693377666
EPS8L2	1	1	1	1	216.04084351096	1	1	169.843474774584
ERBB2	1	1	1	1	197.928710860527	1	1	1
ERBB3	1	1	1	1	262.59877752049	1	1	1
ERCC5	198.60933491589	1	1	1	50.4074714914745	1	1	124.64824684406
EREG	1	1	1	1	1	351.170587005607	1	1
ERG	1	334.59072479203	1	1	1	1	219.345953779216	1
ERN1	287.059190690853	1	1	1	58.8600467116201	1	1	861.109276927867
ERO1A	1	72.5479982600401	1	1	91.4332516602734	185.839096665102	1	1
ERO1B	1	1	1	1	1	1	1	127.684828481363
ERRFI1	1	1	1	184.91765624916	313.370898863073	1	1	1
ESAM	1	1304.40411428402	1	1	1	1	1	1
ESR1	1	1	1	1	388.305503037313	1	1	1
ESRP1	1	1	1	1	200.994302811618	1	1	1
ETS1	699.892335774861	506.698310092454	229.876359884959	77.601713171838	1	1	1	120.790780446336
ETS2	1	594.089957104767	1	1	56.9670152577566	356.5325034045	1	1
ETV1	1	1	1	80.3662233375207	1	1	1	1
ETV3	1	1	1	1	1	1	1	132.893163475579
ETV5	1	1	1	1	1	112.848059647288	1	1
EVI2A	213.166236149434	1	1	1	1	92.5947838840736	1	1
EVI2B	162.73372652955	1	150.133940014689	1	1	140.71387161416	1	159.627678929662
EVL	2177.38704898083	146.976710403421	956.42453584752	106.618181453409	236.340604420551	217.987450940306	1	1
EXOC3L1	1	151.327111741813	1	1	1	1	1	1
EXOSC3	1	1	1	1	85.5256506182782	1	1	1
EXOSC4	1	90.9390355209835	1	69.4671851599355	208.236037325729	121.71897832085	264.311094798084	1
EXOSC8	1	75.1271920540836	1	69.190818513613	75.6780089987472	1	188.575305315156	75.9572436282577
EXOSC9	1	1	1	1	1	1	1	71.4206468231742
F13A1	1	1	1	1	1	298.952133133124	1	1
F2R	232.936578616653	222.683842923785	1	356.545773932754	1	1	1	1
F2RL2	1	1	1	91.0679805959849	1	1	1	1
F2RL3	1	196.476161777291	1	1	1	1	1	1
F3	1	1	1	122.497144240164	1	1	1	1
F8	1	187.89774406864	1	1	1	1	1	1
FABP4	1	23542.6521264597	1	753.699775450258	1	6917.18732304352	1	1
FABP7	1	1	1	1	2224.65026209874	1	1	1
FADS1	1	1	1	1	73.8280948605445	104.205027007062	1	1
FADS2	1	1	1	1	132.365724602993	1	111.270830930827	1
FADS3	1	117.164103963678	1	1	1	1	1	1
FAH	1	1	1	1	106.118737195002	95.0219256687667	1	1
FAHD2A	1	1	1	1	136.499172892595	1	1	1
FAHD2B	1	1	1	1	124.78458354093	1	1	1
FAIM	1	1	1	1	843.577172339064	1	270.019664586051	1
FAM102A	374.449922292415	1	252.756931329158	1	150.805095006028	1	1	1
FAM107A	1	208.842622829946	1	1	108.157539566056	1	1	1
FAM107B	328.583731513616	1	220.145952659101	1	1	106.776254569891	1	112.247998331922
FAM110A	1	1	1	1	90.5686337418107	64.4641457412475	351.500550666212	1
FAM110D	1	95.3503881648574	1	1	1	1	1	1
FAM122A	1	1	1	1	1	1	1	79.4633250318298
FAM129A	320.121947356973	1	1	1	1	119.384524322005	1	1
FAM129C	1	1	307.166547264647	1	1	1	1	965.048245039502
FAM13C	1	133.222508718356	1	1	1	1	1	1
FAM160B1	1	107.546814596534	1	1	1	1	1	1
FAM167B	1	487.28518404928	1	1	1	1	1	1
FAM171A1	1	138.128833762067	1	1	1	1	1	1
FAM198B	1	396.048903220799	1	236.288573564597	1	100.702397870499	1	1
FAM20A	1	1	1	515.251024582503	1	75.284964501679	1	1
FAM20C	1	1	1	215.524249488928	1	114.936416872151	1	1
FAM214A	1	1	143.726228057013	1	77.7394629628106	1	1	148.58560860093
FAM217B	1	1	1	1	93.9209888840361	1	1	1
FAM219A	1	112.144491530932	1	1	1	1	1	1
FAM241A	1	223.963901249375	1	1	1	1	1	1
FAM30A	1	1	353.814964843265	1	1	1	1	113.955839944313
FAM3C	1	140.068973572281	245.518212822729	223.196767534324	157.63468073279	60.176700577125	1	1
FAM43A	1	152.035845816187	1	1	1	1	1	1
FAM49A	1	1	1	1	1	147.992224590322	1	134.102935800122
FAM50B	1	1	1	1	149.956896733928	1	1	1
FAM53C	1	1	1	1	57.21578564873	64.3973343665329	1	475.259633821564
FAM92A	1	1	1	107.278911383245	1	1	1	1
FAP	1	81.1473486970041	1	265.662974787552	1	1	1	1
FAR2	1	1	1	1	1	1	174.669914566084	1
FAS	243.95620434999	1	1	122.359403537956	1	1	1	1
FASLG	220.791371442665	1	1	1	1	1	1	1
FASN	1	1	1	1	450.951718558067	1	1	1
FAT1	1	1	1	176.786662536915	143.96059688232	1	1	1
FAT4	1	100.577498145078	1	1	1	1	1	1
FBLN1	1	1	1	1475.20199050366	1	1	1	1
FBLN2	1	270.869709864824	1	758.308946676978	1	1	1	1
FBLN5	1	1	1	460.283696420696	1	1	1	1
FBLN7	175.803594430187	1	1	81.0697557232376	1	1	1	1
FBN1	1	243.02430497505	1	1064.3172196652	1	1	1	1
FBP1	1	1	1	1	108.002031294164	488.682735195156	296.909591662024	1
FBRSL1	1	1	1	1	1	1	1	76.1335442691395
FBXO2	1	1	1	1	199.444313903919	1	1	1
FBXO32	1	1	1	149.934851021173	1204.675676057	1	1	1
FBXO6	1	1	1	1	1	75.4968812870159	1	138.183747240034
FBXW7	1	1	99.285423041662	1	1	1	1	92.7034192464593
FCER1A	1	1	1	1	1	1	1045.34354268524	1
FCER1G	1	1	1	1	1	4763.92676843333	6013.53694681634	2112.07027281316
FCER2	1	1	351.984656297806	1	1	1	1	1
FCGR1A	1	1	1	1	1	382.620363027354	1	1
FCGR1B	1	1	1	1	1	82.4445881670811	1	1
FCGR2A	1	1	1	1	1	649.69727358026	1	1
FCGR2B	1	1	254.508783132419	1	1	319.415170180243	1	1
FCGR3A	1	1	1	1	1	1383.57047721823	1	1
FCHO1	1	1	1	1	1	1	1	110.066959356176
FCHO2	1	141.402519385465	1	1	1	104.649981466039	1	1
FCHSD2	1	112.577332801852	420.429227767909	1	1	85.8784830954723	1	1265.66570334804
FCMR	621.199525102229	1	1129.63545529135	1	1	1	1	1
FCN1	1	1	1	1	1	647.988970322799	1	1
FCN3	1	280.558350199352	1	1	1	1	1	1
FCRL1	1	1	240.601859007855	1	1	1	1	1
FCRL5	1	1	267.569583711314	1	1	1	1	1
FCRLA	1	1	494.845527452641	1	1	1	1	1
FECH	1	1	1	1	1	1	125.187285493132	1
FER	1	1	1	1	1	1	516.74880974222	1
FERMT2	1	207.988674077286	1	208.630761804865	1	1	204.259394056374	1
FGD2	1	1	379.824357594148	1	1	137.226191314088	1	350.700133017143
FGD3	288.495296322981	1	159.486351734265	1	75.7514188978035	1	1	79.3857185254052
FGD4	1	113.406032524452	1	1	1	94.5732467763126	1	1
FGD5	1	218.141955161358	1	1	1	1	1	1
FGF7	1	1	1	1168.17345999779	1	1	1	1
FGL2	1	1	1	91.061773210634	1	662.817060979771	1	1
FGR	1	1	1	1	1	365.209959920247	1	1
FH	1	1	1	61.8327908411172	157.672671407113	1	1	1
FHL1	1	241.239284915849	1	404.443046377748	1	1	326.676179027693	62.4403746098224
FHL2	1	1	1	316.534928045726	411.870052306442	1	1	1
FHL3	1	91.971305664267	1	131.737841415714	1	102.762167788964	661.377579789319	1
FIBIN	1	1	1	154.915097980573	1	1	1	1
FIG4	1	1	1	1	1	1	1	98.6851998094313
FILIP1	1	170.779935399011	1	1	1	1	1	1
FILIP1L	1	153.124518816163	1	430.714263402338	1	1	1	1
FKBP10	1	135.41990367918	1	422.50186159264	103.271792565257	1	1	1
FKBP14	1	1	1	127.024374729001	1	1	1	1
FKBP15	1	1	1	1	1	151.529172055119	1	97.3734284041837
FKBP7	1	1	1	166.91803605915	1	1	1	1
FLT1	1	922.866811776767	1	1	1	1	1	1
FLT3	1	1	1	1	1	1	1	143.88774439936
FLT3LG	544.749454559948	1	1	1	1	1	1	1
FLT4	1	211.538026662311	1	1	1	1	1	1
FLVCR2	1	1	1	1	1	82.8440086733412	1	1
FMC1	1	1	1	1	99.8698132819181	1	1	1
FMN1	1	1	1	1	1	66.9985480638568	1	1
FMNL1	373.083094940983	1	252.495713341546	1	1	224.356169120959	1	270.487908745269
FMNL2	1	1	1	1	1	122.314134193855	1	1
FMNL3	1	192.692509351042	1	1	1	73.3931568773158	1	313.248296343843
FMO1	1	1	1	148.383507428797	1	1	1	1
FMO2	1	1	1	115.581678256044	1	1	1	1
FMOD	1	1	1	322.189563808239	1	1	1	1
FN1	1	1292.66118189963	1	4767.43365878589	960.697800824773	1156.54046301309	1	1
FN3K	1	1	1	1	114.26566894264	1	1	1
FNDC1	1	1	1	168.851027498962	1	1	1	1
FNIP2	1	100.497946706412	1	1	1	161.604839809882	1	1
FOLR1	1	1	1	1	710.862049646275	1	1	1
FOLR2	1	1	1	1	1	278.617610752283	1	1
FOXA1	1	1	1	1	103.649992222595	1	1	1
FOXP3	374.394319669893	1	1	1	1	1	1	1
FOXRED1	1	1	1	1	1	1	1	92.8682393423334
FPR1	1	1	1	1	1	295.40974528946	1	1
FPR3	1	1	1	1	1	400.843180462889	1	1
FRMD4B	1	201.657172544311	1	1	1	173.104542554421	245.381411156819	102.729085243215
FRMD6	1	1	1	198.658468325458	1	1	1	1
FRY	1	163.296252600254	1	1	1	1	1	1
FRZB	1	1	1	379.330747235939	1	1	1	1
FSTL1	1	418.53354204216	1	2371.79496363461	1	1	1	1
FSTL3	1	1	1	101.552248609298	1	1	1	1
FUCA1	1	1	1	1	1	269.160832046421	1	1
FUOM	1	1	1	61.8018382133949	1	253.207722151205	1	131.971339959647
FUT7	1	1	1	1	1	1	1	235.935647770062
FUT8	1	1	109.002188604436	104.956088287721	1	1	1	1
FUZ	1	1	1	1	1	1	1	203.416379403242
FXYD1	1	1	1	636.071982318691	1	1	1	1
FXYD3	1	1	1	1	873.982647568058	1	1	1
FXYD6	1	1	1	81.2189262460307	1	1	1	1
FYB1	1948.90379297448	1	1	1	126.714905298832	1057.57429649981	299.377038889793	680.315296949785
FYN	873.79108629311	207.556501060116	1	115.555495312624	1	1	1	1
FZD1	1	1	1	78.5061430523803	1	1	1	1
FZD3	1	1	1	1	1	1	1	94.8312256106419
FZD4	1	529.920114956148	1	78.492036408175	1	1	1	1
FZD7	1	1	1	81.4045954344336	1	1	1	1
G0S2	1	1	1	1	1	629.974786138871	1	1
GAB1	1	1	1	1	1	1	1	156.56938458631
GABRP	1	1	1	1	353.184091929054	1	1	1
GAL3ST4	1	1	1	1	1	92.4109203327619	1	1
GALC	1	1	1	1	1	76.3789688846669	699.082897330497	1
GALM	325.82595593038	1	1	1	1	138.659164563059	1	1
GALNT11	1	78.7520695696954	1	132.127819890415	74.7386078712866	1	336.262004235315	1
GALNT15	1	121.91113355824	1	1	1	1	1	1
GALNT16	1	1	1	219.35982301858	1	1	1	1
GALNT18	1	244.853926000686	1	1	1	1	1	1
GALNT3	1	1	1	1	125.72804674139	1	226.537574391567	117.21669648473
GAPT	1	1	305.711738889241	1	1	1	477.255267208738	677.170868220608
GAS1	1	1	1	214.365880301999	1	1	1	1
GAS7	1	1	1	175.235216478188	1	115.373729476558	1	1
GATA2	1	102.839219162599	1	1	1	1	4177.66179660694	1
GATA3	518.72607265564	1	1	1	885.359265140577	1	1	1
GATM	1	1	1	1	1	73.6929705006117	1	1
GBE1	1	95.9763841210473	1	1	1	1	1	1
GBP4	286.235695305677	442.62833557912	429.943935104512	1	1	200.74924315749	395.070731365212	1
GBP5	904.618254924775	1	273.458525375115	1	1	318.642952043652	1	1
GCAT	1	1	1	1	93.3959192263728	1	1	1
GCH1	1	1	1	1	1	88.9676060309995	1	1
GCHFR	259.850685500253	1	1	1	78.8593633949008	174.213653334001	420.775475829273	171.233477794563
GCNT1	1	1	1	1	1	60.0614386598502	1	1
GCSH	1	65.7286205050674	1	188.302910810804	925.528159350246	1	1	1
GEM	1	1	1	579.774223049823	1	1	1	1
GET4	1	1	1	1	89.5071620508067	1	1	1
GFOD1	1	224.182263190156	1	1	1	1	1	1
GFPT2	1	1	1	108.952826319395	1	1	1	1
GFRA1	1	1	1	95.0706518680497	261.621237374482	1	1	1
GGA1	1	1	1	1	77.7858858356113	109.105820655829	1	1
GGA2	178.546923533584	1	406.941661581861	1	82.3638954404157	153.558016014415	1	304.185426289807
GGA3	1	1	1	1	1	1	1	105.214507510131
GGH	1	1	1	1	189.468058771265	1	1	76.2538219163088
GGT1	1	1	1	1	1	1	1	79.4035150283609
GGT5	1	107.560000268751	1	395.003341934664	1	1	1	1
GHRL	1	1	1	1	1	1	1	89.4083655454808
GIMAP1	237.455347942703	160.6067798276	1	1	1	1	1	1
GIMAP2	294.249165683147	77.1191054511404	1	1	1	61.265881951514	1	1
GIMAP4	1376.30196925359	570.503767815321	1	1	1	351.98888337078	1	1
GIMAP6	297.197980343669	266.830552379338	1	1	1	78.3190712384584	1	1
GIMAP7	1235.71605472327	729.251798995741	1	1	1	137.431415470478	1	1
GIMAP8	1	276.974289914991	1	1	1	62.6835029912922	1	1
GINS2	1	1	1	1	114.723194283432	1	1	1
GIT1	1	127.428996494444	1	1	1	1	1	1
GJA1	1	361.289813854909	1	193.553976776419	1	1	1	1
GJA4	1	596.655109668262	1	172.550349415674	1	1	1	1
GJA5	1	169.230865654944	1	1	1	1	1	1
GK	1	1	1	1	1	422.187051826473	152.191512436419	1
GLA	1	1	1	1	1	176.557850818064	1	81.5244446049511
GLCCI1	1	1	1	1	1	1	1	110.35392961865
GLI3	1	1	1	87.3891417747154	1	1	1	1
GLIPR2	447.323807022675	1	1	150.482409251741	1	448.540088853276	218.708353568322	1
GLT1D1	1	1	1	1	1	1	1	188.889719431647
GLT8D2	1	1	1	284.810718497646	1	1	1	1
GM2A	1	1	191.815212315733	1	1	313.10212697898	436.341514662663	219.05210371318
GMCL1	1	1	1	1	119.292388133345	1	1	144.751217841015
GMDS	1	119.631794403659	117.44616049206	1	136.914277142032	1	1	1
GMIP	197.507490225932	1	157.888101474307	1	1	116.561009443746	1	160.469920715807
GMNN	1	1	1	1	90.1387226439514	1	1	1
GMPR	1	1	1	1	1	1	370.3309219554	1
GNA13	155.526425797942	1	1	1	1	187.041927388722	1	119.407994869973
GNA15	1	1	1	1	1	183.761481743663	1	474.105335251596
GNAI1	1	151.166042658749	1	1	1	1	1	1
GNB5	1	1	194.050201524194	66.7182061970272	1	1	1	84.2174589208776
GNG11	1	2891.62740198739	1	469.87580091038	1	1	1	1
GNG2	677.843256622819	1	225.715709762339	67.5533836007776	1	1	232.820503318109	1
GNG7	1	1	367.884053453734	1	1	1	1	408.306162070779
GNLY	3921.04370129065	1	1	1	1	1	1	1
GNPTAB	204.643194775326	89.8227626571764	1	91.7646310634452	100.47389671403	168.313381810358	1208.34230287265	120.144841116486
GOLGA8B	215.878610574175	1	1	1	1	1	1	65.2483217177705
GPAT3	1	1	1	1	1	75.6407436507937	1	1
GPATCH11	1	1	1	1	1	1	1	215.187212415845
GPC3	1	1	1	641.331293033369	1	1	1	1
GPIHBP1	1	329.619228316077	1	1	1	1	1	1
GPM6B	1	1	1	308.583183602638	1	1	1	315.323740282918
GPNMB	1	1	1	524.914302266149	1	932.597656306387	1	1
GPR137B	1	1	1	68.3998143563776	1	232.193669520704	1	1
GPR146	1	283.690236122803	1	1	1	1	1	1
GPR171	239.124393548747	1	1	1	1	1	1	1
GPR183	407.358040274172	1	534.275256447376	1	1	441.35728824092	1	2854.96518120245
GPR34	1	1	1	1	1	139.59310740196	484.140535768643	1
GPR35	1	1	1	1	1	1	183.904940775031	1
GPR4	1	216.694620294013	1	1	1	1	1	1
GPR65	344.86941573882	1	211.654256103106	1	1	205.018039515223	1407.32307195656	268.221920978407
GPR84	1	1	1	1	1	88.487124141554	1	1
GPRC5A	1	1	1	1	151.131132126985	1	1	1
GPRC5B	1	211.461150268841	1	1	80.1481023701554	1	1	1
GPRIN3	486.867090079534	1	1	1	1	171.16810105055	1	1
GPSM2	1	1	1	1	161.59310581141	1	1	1
GPSM3	1350.60361823889	84.9560858049718	1399.87764783594	1	1	586.022840580307	489.144175032226	815.939505419244
GPX3	1	373.130286955706	1	528.112614705862	1	119.195388826122	1	1
GPX8	1	1	1	204.900829964689	1	1	1	1
GRAMD1B	1	1	1	1	1	1	1	153.735676191833
GRAP2	247.881107061687	1	1	1	1	1	1091.53095064268	1
GRASP	1	133.092441756082	1	1	1	1	1	366.892425164653
GRB10	1	205.870206887997	1	1	1	1	1	1
GRB7	1	1	1	1	87.2570729697059	1	1	1
GREB1	1	1	1	1	127.315582145649	1	1	1
GRK3	1	1	1	1	1	104.518525947701	1	97.936545229289
GRK6	1	1	144.663596588434	1	1	1	1	1
GSAP	1	1	1	1	1	101.724441063303	1	1
GSEC	1	1	1	1	1	1	1	106.833487627303
GSTM3	1	1	1	240.933768471946	326.214753970471	1	1	1
GSTO2	1	1	1	1	118.367231367037	1	1	1
GTF2A1	1	1	1	1	1	1	1	96.1012583372237
GTPBP1	1	1	1	1	1	1	1	104.476202193253
GTPBP6	1	1	1	1	1	1	1	103.718621224671
GUCY1A1	1	1	1	186.655191046979	1	1	1	1
GUCY1B1	1	1	1	189.026137367864	1	1	1	1
GULP1	1	1	1	93.1204689968396	1	1	1	1
GYS1	1	1	1	1	1	1	1	94.401499291213
GZMA	2778.10741509699	1	1	1	1	1	1	1
GZMB	1267.57825004994	1	1	1	1	1	1	10138.3704031159
GZMH	966.195260662432	1	1	1	1	1	1	1
GZMK	2271.12766449796	1	1	1	1	1	1	1
GZMM	774.098436312027	1	1	1	1	1	1	1
HACD1	1	1	1	1	101.440186974866	1	1	1
HACD2	1	1	1	1	281.846242007554	1	1	1
HAGHL	1	1	1	1	95.9199666249284	1	1	1
HAMP	1	1	1	1	1	148.317467001848	1	1
HAVCR2	245.193922578325	1	1	1	1	250.041208974937	315.997788234547	1
HBEGF	1	179.754506728234	1	1	1	199.034169968266	1	1
HBS1L	1	82.5854811805844	1	68.9396445487474	90.933449035434	1	309.985748793996	109.304639754186
HCCS	1	1	1	1	1	1	1	108.217305451872
HCK	1	1	1	1	1	400.51733745568	1	1
HCST	3001.08219371648	1	498.703110367535	1	1	888.329280837006	983.313715981446	805.5067824958
HDAC6	1	1	1	1	1	1	1	86.9052183133883
HDAC9	1	1	170.549839797874	1	1	1	1	137.538753312316
HDC	1	1	1	1	1	1	3107.89397144866	1
HDHD3	1	1	1	1	152.58404683973	1	1	1
HEATR5B	1	1	1	1	1	1	1	114.325330123752
HECW2	1	246.046206379493	1	1	1	1	1	1
HEG1	1	730.761390162125	1	146.486217646491	1	1	1	1
HELB	203.919591464781	1	1	1	1	1	1	1
HELZ2	195.152526351985	72.0475654135845	1	1	1	1	1	1
HEPH	1	1	1	91.5732839885195	1	1	1	1
HERC5	252.633438422508	1	191.563002680082	1	1	93.7339960893817	1	138.059267000035
HEXIM1	163.413692789404	1	1	65.5870137198822	73.1800935588603	1	193.886150450604	99.3173895792505
HEY1	1	260.08902680198	1	1	1	1	1	1
HEYL	1	1	1	122.87686784404	1	1	1	1
HGF	1	1	1	202.653151361673	1	1	1	1
HHEX	1	108.252553539336	315.450954047867	1	1	1	1	124.143185493683
HIC1	1	1	1	128.332227841178	1	1	1	1
HIGD1A	1	1	1	1	1	1	1	226.453567110139
HIP1	1	205.396387523612	1	1	1	1	1	144.600974293538
HIP1R	1	157.600758203379	1	1	58.0192598918668	1	1	1
HIPK2	1	127.092344340771	1	1	149.635642221103	132.920127344758	279.160993039319	1
HIST1H1C	1	1	135.047158350734	1	510.486378592488	1	1	87.6437374978205
HIST1H1D	183.75986777681	1	1	1	1	1	1	1
HIST1H2BK	1	1	1	1	215.205851155082	1	1	146.273313713122
HIST1H4H	1	1	1	1	125.779429606924	1	1	1
HIST3H2A	1	1	1	1	457.748015116252	1	1	1
HIVEP1	1	1	1	1	1	1	1	253.819091432699
HK2	1	1	1	1	1	143.335007333732	1	1
HK3	1	1	1	1	1	94.0717402919876	1	1
HLA.DMB	1	97.6164831349429	658.921084197286	1	1	548.572594968027	1	524.878673874015
HLA.DOA	1	1	288.014760903406	1	1	150.202486098374	1	180.059498126045
HLA.DOB	1	1	383.075461080689	1	1	1	1	1
HLA.DQA1	316.024104427803	141.516991897127	3985.10711190918	1	130.334895161332	3312.76149169399	1	1185.51995500675
HLA.DQA2	1	1	1057.18508091113	1	1	623.471177307983	1	227.123820616827
HLA.DQB1	231.678779292063	335.529193835333	3480.42625677265	1	340.924458766352	2579.20936411484	1	938.198580552512
HLA.DQB2	1	1	1	1	1	291.662020812622	1	1
HLTF	1	1	1	74.4478884450595	138.206915620937	1	381.767067702453	112.782768523983
HLX	1	129.375979000423	1	1	1	1	1	1
HMCES	1	1	1	1	90.5753482207888	1	1	1
HMCN1	1	1	1	366.088776377093	1	1	1	1
HMGA1	329.072655647582	1	494.845952922609	1	616.424003286575	530.374765462616	1	399.827256118806
HMGB3	1	1	1	1	176.91049843458	1	1	1
HMGCS1	1	1	1	1	89.077119957152	1	1	1
HMOX1	1	1	1	1	1	3703.40818138266	1	1
HNMT	1	1	1	162.028437579328	71.1636045588017	372.825286935223	1	1
HNRNPLL	364.26449575104	69.9380941745126	1	83.0493030129329	117.482198451647	77.1419665325126	1	1
HOOK2	1	1	1	67.4314104463066	223.008271034644	1	1	1
HOPX	536.978141882127	1	321.288853603456	152.930402027435	1	1	1	1
HOXB2	1	66.99299989761	1	83.8731828297773	1	1	169.376159343614	67.9945674436202
HOXB7	1	128.971246839997	1	1	1	1	1	1
HOXC10	1	1	1	1	157.370178063133	1	1	1
HOXD8	1	163.538083629948	1	1	1	1	1	1
HOXD9	1	321.57003843235	1	1	1	1	1	1
HPGD	1	1	1	1	1	1	8006.10505712972	1
HPGDS	1	1	1	1	1	1	6304.48278492136	1
HPS3	1	1	1	1	1	86.2697710649286	1	138.822011355569
HPS5	1	1	1	1	1	102.653790718069	1	95.3012706934208
HPSE	1	1	1	1	1	64.5059256526393	1	1
HRH2	1	1	1	1	1	116.423483988015	1	171.520537046908
HS3ST1	1	1	1	1	1	131.294744693681	749.794564625243	1
HS3ST3B1	1	1	1	1	1	1	1	226.374503437599
HS6ST1	1	1	1	1	53.6808078375701	1	332.28753122144	1
HSBP1L1	1	1	1	1	164.089671539167	1	369.016236608095	1
HSD17B12	1	185.144150450331	110.396059796863	106.352868154178	140.554852422119	95.5782735415478	938.021418185284	148.220184589423
HSD17B8	1	1	1	1	125.472242617126	1	1	1
HSH2D	186.929504957204	1	521.632632267058	1	1	1	1	234.202916880918
HSPA12B	1	249.758778894968	1	1	1	1	1	1
HSPA6	1	1	1	1	1	196.109355934523	1	1
HSPB6	1	1	1	728.090656579897	1	1	1	1
HSPB8	1	1	1	1	173.069966674335	1	1	1
HSPG2	1	3318.65189220017	1	465.357444403234	68.0448235817748	1	1	1
HTRA1	1	525.972693477726	1	910.059001976987	1	1	1	1
HTRA3	1	1	1	315.988165247921	1	1	1	1
HVCN1	1	1	772.743683025728	1	1	84.7164202626053	1	367.151593661997
HYAL2	1	1104.8247414451	1	1	1	1	1	1
ICA1	1	189.169530666786	1	1	105.219006446809	1	1	1
ICAM1	1	188.819096573879	1	1	1	394.093475462765	463.421325688525	301.946191159534
ICAM2	264.616135065362	857.957951808383	196.711870091936	1	1	79.2547410076349	1	1
ICOS	302.963405312894	1	1	1	1	1	1	1
ID1	1	1818.28403980739	1	1	1	1	1	1
ID2	1026.31710622265	242.014073047811	1	123.006062839162	145.441166273266	426.326914593669	929.417007179283	1
ID3	222.09512480269	2548.38186995673	688.208012106147	926.9058388257	1	119.362255304508	1	1
IDH1	1	70.9341786488901	1	1	106.423268899966	243.97381147556	1	1
IDH3A	1	1	1	59.0301117934477	86.3970447676838	71.6585182040302	1	870.95906797564
IER3	1	97.1862669913396	1	178.397275541245	568.222200237308	1449.50638106324	378.315848050567	1
IER5	1	1	1	1	1	114.615448416	1	1
IFI30	1	1	1	1	1	509.423747191565	1	1
IFIT1	1	230.107648166455	159.834802001318	128.362182435593	1	154.485155266902	1	1
IFIT2	1	1	189.922605408618	1	1	150.143471281776	1	392.847928609751
IFITM10	1	1	1	1	1	1	327.487074998783	1
IFNG	325.86933784976	1	1	1	1	1	1	1
IFNLR1	1	1	1	1	1	1	1	252.098942451185
IFT122	1	1	1	1	140.08773587985	1	1	1
IFT57	1	73.2844343508477	314.676769769164	133.209151226027	113.844077502741	1	1	1
IGF1	1	1	1	3526.29646544436	1	1	1	1
IGF1R	1	1	1	72.1353398730968	177.974245567202	1	1	1
IGF2	1	680.191919427581	1	552.61322299081	1	1	1	1
IGFBP3	1	1383.14545303443	1	885.544825191838	1	1	1	1
IGFBP4	1	2645.73686375319	1	6816.65416855249	439.854568295012	1	1	1
IGFBP5	1	840.346871110842	1	3098.16130216911	594.559442653412	1	1	1
IGFBP6	1	1	1	1265.01677817111	1	1	1	1
