"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"PTPRS",-0.881,1.221,-1.521,2.499,-2.151,-2.011,4.761,-1.918
"PTPRU",-0.924,1.594,0.274,2.5,-1.011,-0.611,-0.987,-0.835
"PTRH1",-1.269,1.308,1.11,0.681,-1.448,0.61,-1.636,0.643
"PTRH2",-0.454,1.181,0.876,0.755,-1.564,0.458,-1.296,0.044
"PTRHD1",-0.52,0.61,0.137,0.043,-1.9,0.582,0.826,0.221
"PTS",-0.776,1.48,1.089,1.292,-2.712,0.2,-0.596,0.021
"PTTG1",-0.486,1.081,-0.372,-0.48,-1.375,0.694,-1.436,2.374
"PTTG1IP",-2.182,0.708,1.795,1.302,-1.295,1.058,-0.719,-0.668
"PTX3",-0.816,0.53,0.494,1.753,-1.066,0.891,-0.826,-0.96
"PUDP",0.057,0.73,0.685,0.16,-2.292,0.901,-1.362,1.12
"PUF60",-0.155,1.498,0.756,0.429,-2.069,0.237,-1.509,0.812
"PUM1",-0.573,0.704,1.058,0.747,-1.743,0.394,-1.087,0.499
"PUM2",-0.014,0.462,0.883,0.419,-2.51,0.275,-0.351,0.837
"PUM3",-0.301,1.021,0.843,0.798,-2.294,0.021,-0.59,0.501
"PURA",-0.266,0.32,1.268,1.376,-1.356,0.082,-2.266,0.841
"PURB",-1.203,0.844,1.585,0.837,-1.737,0.687,-1.159,0.147
"PURG",-0.04,-0.029,-0.001,0.228,-0.04,-0.04,-0.04,-0.04
"PUS1",-0.032,0.748,0.746,0.124,-2.204,0.444,-0.283,0.457
"PUS10",-0.322,0.965,0.761,0.063,-1.659,0.425,-0.805,0.572
"PUS3",-0.076,0.747,0.956,0.806,-1.895,-0.021,-1.236,0.718
"PUS7",-0.516,1.519,1.132,1.108,-1.461,0.164,-1.665,-0.281
"PUS7L",0.013,0.437,0.926,0.701,-1.936,0.152,-1.213,0.92
"PUSL1",-0.332,1.376,0.532,0.674,-2.336,0.463,-0.948,0.572
"PVR",-1.569,1.179,2.721,0.85,-1.55,1.062,-1.73,-0.963
"PVRIG",0.617,-0.377,-0.492,-0.495,-0.638,-0.474,-0.494,2.353
"PVT1",0.831,1.771,-0.117,-0.562,0.128,-0.458,-3.118,1.524
"PWAR6",-0.485,0.556,1.017,0.875,-1.185,-0.714,0.023,-0.088
"PWP1",-0.21,0.356,0.695,0.439,-0.856,-0.081,-0.719,0.377
"PWP2",-0.123,0.282,0.046,-0.163,-0.619,0.29,-0.149,0.436
"PWWP2A",-0.539,0.134,0.651,0.92,-1.349,0.08,-0.839,0.942
"PWWP2B",-0.754,1.394,0.792,-0.32,-1.515,0.953,-0.444,-0.104
"PXDC1",-1.051,0.456,2.607,2.278,-2.17,1.513,-1.948,-1.686
"PXDN",-2.124,1.509,4.524,3.993,-2.397,-1.267,-2.418,-1.821
"PXDNL",-0.212,0.381,-0.099,1.601,-0.486,-0.358,-0.401,-0.426
"PXK",0.457,-0.602,0.299,0.971,-1.842,0.677,-0.237,0.277
"PXMP2",-1.082,1.952,0.735,0.989,-1.874,-0.259,-0.476,0.015
"PXMP4",-1.102,1.594,0.529,0.731,-1.312,0.369,-1.553,0.743
"PXN",-2.553,0.805,3.128,1.14,-1.578,1.042,-3.487,1.503
"PXN-AS1",-0.14,1.18,-0.502,0.331,-0.132,-0.631,-0.604,0.498
"PXYLP1",-0.943,1.756,-0.719,1.981,-1.492,-0.713,-1.054,1.184
"PYCARD",-0.808,0.144,-0.835,-1.236,0.129,1.857,0.782,-0.034
"PYCARD-AS1",0.598,0.316,-0.651,-0.724,-0.759,0.754,0.284,0.182
"PYCR1",0.284,3.356,-0.198,2.48,-1.592,-0.796,-2.244,-1.29
"PYCR2",-0.328,0.468,0.993,0.177,-2.045,0.357,-0.384,0.762
"PYCR3",0.374,2.086,-0.155,0.725,-2.021,-0.643,-0.477,0.112
"PYGB",-0.904,1.656,0.798,0.837,-1.371,0.59,-1.926,0.322
"PYGL",-1.71,1.759,0.088,2.504,-1.696,2.899,-2.181,-1.663
"PYGM",-0.123,-0.162,-0.409,1.486,-0.647,-0.12,-0.343,0.319
"PYGO1",-0.542,0.164,-0.32,2.506,-0.49,-0.298,-0.55,-0.468
"PYGO2",0.508,1.138,0.033,0.477,-1.709,-0.109,-1.692,1.355
"PYHIN1",1.024,-0.434,-0.977,-0.596,-1.754,-0.289,-1.571,4.596
"PYM1",-0.229,0.938,0.326,0.127,-1.632,0.788,-1.343,1.025
"PYROXD1",0.064,0.621,0.109,0.287,-1.723,0.342,-1.107,1.406
"PYROXD2",-1.159,1.287,0.418,1.106,-0.664,-0.175,-1.494,0.682
"PYURF",-0.51,0.454,0.653,0.438,-0.644,-0.029,-0.906,0.544
"PZP",-0.442,-0.379,1.144,-0.433,0.484,-0.325,-0.04,-0.011
"QARS",-0.762,0.634,0.932,0.416,-1.706,0.67,-0.326,0.141
"QDPR",-1.151,1.338,-0.183,0.443,-1.647,0.693,0.237,0.271
"QKI",-1.404,-0.46,1.928,1.224,-1.87,1.907,-0.412,-0.913
"QPCT",0.879,-0.474,1.257,0.304,-0.345,1.438,-2.88,-0.18
"QPCTL",0.508,0.516,-0.133,-0.066,-0.693,0.013,-0.455,0.31
"QPRT",-0.146,1.107,-1.051,1.406,-1.169,1.351,-0.96,-0.537
"QRICH1",-0.159,0.316,0.673,0.476,-1.831,0.246,-0.655,0.934
"QRICH2",-0.209,0.839,0.779,0.587,-0.729,-0.309,-0.717,-0.242
"QRSL1",2.021,0.218,0.23,-0.181,-2.497,0.122,-0.206,0.293
"QSER1",-0.648,1.048,1.269,1.012,-1.91,0.756,-1.109,-0.417
"QSOX1",-1.68,1.73,1.967,1.456,-2.106,1.221,-2.749,0.159
"QSOX2",0.552,-0.01,1.172,0.48,-1.463,-0.246,-0.81,0.325
"QTRT1",0.118,1.166,1.078,0.946,-2.523,-0.39,-0.663,0.268
"QTRT2",-0.403,0.738,1.264,-0.004,-1.815,0.709,-0.685,0.196
"R3HCC1",0.09,0.429,0.694,1.28,-1.609,0.33,-2.06,0.846
"R3HCC1L",-0.194,-0.026,0.633,0.116,-1.124,0.392,-0.742,0.945
"R3HDM1",-0.676,0.57,0.787,0.191,-1.794,0.051,0.118,0.753
"R3HDM2",0.044,0.488,0.87,0.737,-2.333,0.465,-1.025,0.753
"R3HDM4",0.609,0.433,0.41,-0.095,-1.32,0.086,-1.555,1.431
"RAB10",-0.339,0.943,0.752,0.41,-2.209,1.237,-1.077,0.283
"RAB11A",-0.986,0.979,1.926,0.176,-1.168,0.365,-1.533,0.24
"RAB11B",-0.192,0.571,0.914,0.629,-1.987,0.158,-0.78,0.688
"RAB11B-AS1",-0.428,0.533,0.979,1.188,-1.749,0.212,-0.804,0.07
"RAB11FIP1",0.081,1.199,-1.477,-1.418,-2.126,1.021,1.898,0.822
"RAB11FIP2",-0.435,0.209,0.819,1.397,-2.028,0.564,-0.948,0.423
"RAB11FIP3",-1.012,0.676,1.719,1.293,-1.464,-0.518,-0.523,-0.172
"RAB11FIP4",1.217,1.698,-1.681,-1.56,-1.016,0.447,-0.984,1.879
"RAB11FIP5",-1.233,1.134,2.952,1.829,-1.602,-1.072,-1.994,-0.014
"RAB12",-1.051,0.505,1.28,0.678,-1.37,0.715,-0.071,-0.685
"RAB13",-2.201,2.226,3.053,1.975,-2.545,1.195,-1.442,-2.26
"RAB14",-0.187,0.611,0.836,0.553,-1.848,0.541,-0.94,0.434
"RAB15",-1.124,1.427,0.697,1.161,-1.28,-1.031,0.524,-0.374
"RAB17",-0.706,3.49,0.25,-0.448,-0.689,-0.29,-0.922,-0.686
"RAB18",-0.797,1.168,0.694,0.599,-1.626,0.414,-0.824,0.371
"RAB19",-0.172,0.446,-0.197,-0.217,-0.229,-0.184,-0.267,0.819
"RAB1A",-0.306,0.978,1.075,1.277,-2.411,0.957,-1.405,-0.165
"RAB1B",-0.293,0.866,0.979,0.416,-2.702,0.269,-0.577,1.042
"RAB20",-1.96,1.772,0.129,0.199,0.21,3.361,-2.458,-1.253
"RAB21",-0.931,0.231,1.09,0.813,-2.406,0.723,0.128,0.352
"RAB22A",-0.931,0.77,1.109,0.994,-2.211,0.552,-1.013,0.73
"RAB23",-1.097,1.198,0.822,3.381,-1.48,-0.438,-1.397,-0.988
"RAB24",0.606,0.347,0.386,0.68,-1.136,0.464,-1.797,0.45
"RAB25",-0.48,5.348,-0.487,-0.651,-1.49,-0.334,-1.606,-0.3
"RAB26",0.44,1.97,-0.248,-0.375,-0.549,-0.354,-0.579,-0.306
"RAB27A",-0.128,0.044,0.9,0.57,-1.747,0.202,-2.469,2.629
"RAB27B",-1.561,2.699,-1.555,-1.35,4.677,-1.44,-2.32,0.851
"RAB28",0.02,0.408,0.626,1.152,-2.282,0.045,-1.016,1.047
"RAB29",0.419,0.041,0.438,-0.276,-2.146,0.898,-1.036,1.661
"RAB2A",-0.368,1.006,0.608,0.821,-0.782,0.034,-1.211,-0.107
"RAB2B",-0.308,0.259,0.667,0.306,-0.419,-0.105,-0.849,0.45
"RAB30",2.177,0.665,0.622,1.076,-2.747,-1.056,-0.749,0.012
"RAB30-AS1",-0.213,1.346,0.002,0.355,-0.898,0.17,-0.96,0.198
"RAB31",-0.109,0.123,1.012,3.043,-3.635,3.404,-1.546,-2.292
"RAB32",-2.882,0.403,1.333,1.477,2.322,3.08,-3.184,-2.549
"RAB33A",0.581,-1.033,-0.822,-0.559,0.426,0.479,-1.709,2.637
"RAB33B",-0.163,0.44,0.78,0.976,-1.373,-0.207,-1.242,0.789
"RAB34",-1.504,1.057,0.286,2.617,-1.289,1.246,-0.682,-1.731
"RAB35",-0.783,0.175,1.09,0.452,-1.823,1.161,-1.369,1.098
"RAB36",-0.302,1.041,0.005,1.219,-0.657,-0.482,-0.657,-0.167
"RAB37",0.976,-0.87,-1.418,-1.619,2.446,-0.632,-1.925,3.042
"RAB38",-1.263,1.291,-0.442,-0.131,-0.108,0.581,0.207,-0.136
"RAB39A",0.09,-0.153,-0.405,-0.361,-0.488,2.086,-0.346,-0.424
"RAB39B",1.141,0.055,-0.968,-1.087,-0.869,-0.017,-0.659,2.403
"RAB3A",0.085,1.239,-0.016,0.432,-1.67,0.314,-0.794,0.41
"RAB3B",-0.024,1.274,-0.413,0.685,-0.27,-0.378,-0.484,-0.391
"RAB3C",-0.646,-0.648,3.695,-0.566,-0.033,-0.606,-0.558,-0.638
"RAB3D",-0.539,1.844,1.437,0.106,-0.264,0.39,-2.73,-0.244
"RAB3GAP1",-0.174,0.566,0.817,0.747,-1.589,0.222,-1.283,0.694
"RAB3GAP2",-0.386,0.584,0.891,0.577,-1.661,-0.079,-0.518,0.592
"RAB3IL1",-1.293,-0.143,0.426,3.195,-1.207,1.567,-1.347,-1.199
"RAB3IP",0.222,2.174,-0.625,-0.528,-1.277,-0.624,-0.833,1.49
"RAB40B",-0.832,1.742,0.931,1.008,-1.5,-0.724,-0.213,-0.412
"RAB40C",-0.681,1.689,1.124,0.597,-1.674,0.078,-1.391,0.259
"RAB42",-0.914,0.114,-0.796,1.365,-1.132,3.379,-1.061,-0.955
"RAB43",0.067,0.674,0.224,-0.081,-0.986,0.025,-1.308,1.385
"RAB4A",-0.468,1.285,0.527,0.323,-1.75,0.484,-0.701,0.3
"RAB4B",-0.263,0.117,0.81,-0.513,-1.741,0.714,0.129,0.745
"RAB5A",-1.058,0.37,0.8,0.311,-1.385,0.663,-0.019,0.318
"RAB5B",-0.923,0.668,0.64,0.775,-1.351,0.192,-0.449,0.448
"RAB5C",-1.393,0.412,1.29,0.37,-1.684,1.43,-0.579,0.154
"RAB5IF",-0.338,0.61,0.268,-0.13,-1.611,0.97,-0.372,0.604
"RAB6A",-0.677,0.588,1.022,0.572,-0.093,-0.097,-1.632,0.317
"RAB6B",-0.692,0.976,0.212,2.246,-0.962,-0.652,-0.833,-0.294
"RAB7A",-0.779,0.411,0.647,0.464,-1.056,0.949,-0.891,0.255
"RAB7B",-0.835,-0.069,-0.83,2.24,-1.273,2.835,-1.01,-1.059
"RAB8A",0.254,-0.117,-0.181,-0.52,-1.208,0.951,0.277,0.543
"RAB8B",0.095,-0.759,0.418,0.413,-1.074,1.284,-2.001,1.624
"RAB9A",-0.208,0.791,-0.189,0.591,-1.617,0.648,-0.745,0.729
"RAB9B",-0.42,0.525,0.471,0.838,-0.554,-0.358,-0.34,-0.162
"RABAC1",0.002,0.221,0.89,1.095,-1.031,-0.42,-1.067,0.31
"RABEP1",-0.324,1.317,0.581,0.264,-2.051,0.333,-0.453,0.333
"RABEP2",0.841,0.864,1.05,0.115,-1.898,-0.107,-1.041,0.177
"RABEPK",-0.498,1.037,0.599,1.055,-1.39,0.238,-1.755,0.714
"RABGAP1",-0.935,0.896,1.717,1.692,-2.206,0.316,-1.543,0.063
"RABGAP1L",0.2,-0.257,-0.209,-0.161,-2.754,0.439,1.294,1.448
"RABGEF1",-0.267,0.878,0.111,0.71,-1.192,0.316,-1.174,0.619
"RABGGTA",-0.222,0.468,0.447,0.191,-0.288,0.836,-2.349,0.918
"RABGGTB",-0.029,0.649,0.305,0.072,-0.661,0.339,-1.073,0.398
"RABIF",-0.485,0.923,0.302,0.176,-1.559,0.804,-1.237,1.076
"RABL2A",-0.25,0.77,0.229,0.724,-0.84,-0.291,-0.333,-0.009
"RABL2B",-0.515,1.101,0.03,0.759,-1.559,0.12,-0.69,0.754
"RABL3",-0.302,0.983,0.845,0.439,-1.677,0.507,-1.245,0.451
"RABL6",-0.931,1.001,1.184,0.501,-2.23,0.694,-0.718,0.499
"RAC1",-1.555,0.49,1.236,0.61,-0.697,1.419,-0.892,-0.613
"RAC2",1.883,-2.333,-3.295,-3.582,2.471,0.505,1.385,2.968
"RAC3",-1.277,3.65,-0.459,1.715,-1.531,-0.292,-1.493,-0.313
"RACGAP1",-1.037,1.203,0.033,-0.009,-1.16,1.145,-0.925,0.75
"RACK1",0.085,0.427,-0.125,0.152,-0.254,-0.125,-0.48,0.319
"RAD1",-0.42,0.996,0.389,0.746,-1.24,0.098,-1.361,0.792
"RAD17",0.619,0.595,0.776,0.265,-1.966,-0.024,-0.902,0.637
"RAD18",-0.364,1.267,0.242,0.178,-1.185,-0.185,-0.66,0.706
"RAD21",-0.409,1.277,0.554,0.013,-0.89,0.013,-1.499,0.941
"RAD23A",-0.192,0.601,0.534,0.309,-1.31,0.487,-0.922,0.492
"RAD23B",-0.579,1.11,0.747,0.546,-1.172,0.56,-1.195,-0.017
"RAD50",0.196,0.886,0.153,0.852,-1.664,0.299,-1.467,0.746
"RAD51",-0.196,0.778,-0.037,-0.065,-0.648,0.349,-0.589,0.409
"RAD51AP1",-0.357,1.329,-0.447,-0.437,-1.862,1.708,0.085,-0.02
"RAD51B",0.321,0.821,0.157,0.323,-0.579,-0.083,-1.913,0.953
"RAD51C",-0.169,0.778,0.665,0.297,-1.03,0.146,-1.449,0.763
"RAD51D",-0.483,0.526,1.089,0.662,-1.32,0.124,-1.409,0.809
"RAD52",-0.265,0.946,0.824,0.711,-1.3,0.023,-1.367,0.428
"RAD54B",-0.358,1.315,0.172,0.206,-0.799,-0.199,-0.782,0.445
"RAD54L",-0.185,1.045,-0.047,-0.11,-0.484,0.103,-0.597,0.276
"RAD54L2",-0.84,0.601,1.228,0.557,-1.689,0.212,-0.533,0.463
"RAD9A",0.308,0.846,0.862,0.201,-1.789,0.171,-1.53,0.931
"RAD9B",-0.034,0.325,-0.012,0.044,-0.362,0.294,-0.205,-0.05
"RADIL",-0.53,0.679,-0.073,1.768,-0.542,-0.469,-0.542,-0.291
"RAE1",-0.503,0.971,0.43,0.12,-0.928,0.368,-1.165,0.707
"RAET1E",-0.273,0.286,1.099,-0.078,-0.278,-0.278,-0.278,-0.2
"RAET1G",-0.225,-0.059,0.692,0.477,-0.225,-0.222,-0.225,-0.213
"RAF1",-0.068,0.596,0.794,0.56,-1.966,0.549,-1.189,0.724
"RAI1",-1.144,1.085,1.311,0.963,-1.357,-0.313,-0.363,-0.182
"RAI14",-2.143,1.543,4.063,3.207,-1.869,-0.203,-2.741,-1.857
"RAI2",-1.161,1.036,2.634,2.317,-1.4,-1.234,-1.31,-0.883
"RALA",-1.302,0.523,1.015,0.486,-0.761,1.03,-1.181,0.19
"RALB",-0.854,-0.001,2.065,0.635,0.648,0.852,-3.182,-0.162
"RALBP1",-0.928,1.229,1.299,0.87,-1.796,0.477,-1.436,0.285
"RALGAPA1",0.139,0.138,0.672,0.058,-0.806,-0.583,-0.76,1.14
"RALGAPA2",-1.327,0.531,3.218,-0.583,-1.517,-0.086,-0.638,0.402
"RALGAPB",-0.7,0.732,1.245,0.62,-2.338,0.236,-0.711,0.916
"RALGDS",-1.325,0.236,2.098,0.16,-1.97,1.204,-2.152,1.748
"RALGPS1",0.921,1.253,-0.104,-0.229,-1.809,-0.321,-0.255,0.544
"RALGPS2",3.948,1.37,-1.381,0.777,-2.089,-0.844,-0.731,-1.049
"RALY",-0.006,0.473,0.468,0.072,-1.591,0.167,-0.335,0.752
"RAMMET",-0.102,1.048,0.358,0.355,-1.686,0.554,-1.47,0.943
"RAMP1",-1.14,1.468,-1.124,3.665,-1.625,0.634,-1.517,-0.361
"RAMP2",-1.506,0.766,7.327,1.276,-2.608,-1.583,-1.82,-1.852
"RAMP2-AS1",-0.635,0.467,2.862,0.448,-0.801,-0.699,-0.756,-0.884
"RAMP3",-1.403,0.106,7.134,0.052,-1.898,-1.247,-1.736,-1.009
"RAN",-0.352,0.698,0.247,-0.003,-0.888,0.205,-0.442,0.534
"RANBP1",-0.308,0.742,0.435,0.243,-1.23,0.177,-0.513,0.453
"RANBP10",-0.608,0.746,1.454,0.476,-1.47,0.243,-1.376,0.534
"RANBP17",-1.379,1.672,2.126,1.537,-0.925,-0.591,-1.509,-0.931
"RANBP2",-0.553,0.098,0.642,0.113,-1.554,0.279,0.47,0.504
"RANBP3",-0.114,0.482,0.889,0.641,-2.148,0.612,-1.236,0.874
"RANBP6",-0.75,0.591,1.343,0.498,-1.64,-0.188,-0.828,0.974
"RANBP9",-1.181,0.659,0.851,0.889,-1.895,0.399,-0.489,0.767
"RANGAP1",-0.704,1.394,0.956,-0.038,-2.153,0.601,-0.955,0.9
"RANGRF",0.203,0.071,0.445,0.471,-1.228,0.177,-1.101,0.962
"RAP1A",-0.421,-0.374,0.616,-0.141,-0.681,1.3,-1.366,1.067
"RAP1B",-0.561,-0.341,0.678,0.546,-1.449,0.709,-0.818,1.237
"RAP1GAP2",-0.287,0.647,-0.619,-1.615,-0.286,0.476,1.309,0.375
"RAP1GDS1",-0.309,0.166,0.56,-0.591,-2.056,0.306,0.883,1.041
"RAP2A",-1.448,-0.273,1.404,1.224,-1.687,1.524,-0.335,-0.409
"RAP2B",-1.281,-0.061,0.435,0.154,-2.101,2.418,-0.583,1.019
"RAP2C",0.101,0.045,0.324,0.023,-1.953,0.789,-0.488,1.16
"RAP2C-AS1",-0.411,0.328,0.332,0.796,-0.584,0.028,-0.665,0.176
"RAPGEF1",-0.724,-0.772,2.018,-0.532,-2.066,1.531,0.06,0.485
"RAPGEF2",-1.443,-0.492,2.416,0.724,-0.568,0.45,-0.409,-0.678
"RAPGEF3",-0.72,-0.02,5.528,-0.248,-1.084,-0.765,-1.688,-1.003
"RAPGEF4",-0.787,0.713,4.135,-0.35,-0.906,-0.787,-1.06,-0.958
"RAPGEF5",-0.948,0.562,4.964,0.603,-1.051,-1.375,-1.7,-1.054
"RAPGEF6",0.326,0.034,0.145,-0.206,-1.311,0.053,-0.656,1.616
"RAPGEFL1",-0.62,0.862,0.869,0.643,-0.819,-0.129,-0.53,-0.277
"RAPH1",-1.982,1.873,2.403,2.197,-2.379,1.831,-2.326,-1.618
"RARA",-0.739,0.579,1.139,0.359,-1.034,0.35,-0.903,0.249
"RARA-AS1",-0.74,0.442,1.727,1.049,-1.499,0.858,-1.029,-0.808
"RARB",-0.878,1.018,0.446,2.946,-0.979,-0.783,-0.91,-0.861
"RARG",-1.444,1.676,1.973,2.505,-1.692,-1,-2.598,0.579
"RARRES1",-2.024,2.738,-1.15,3.624,-0.039,1.342,-2.694,-1.798
"RARRES2",-1.555,0.412,0.141,6.677,-2.586,-0.47,-1.569,-1.051
"RARRES3",-1.004,2.051,-0.312,0.783,-1.216,0.511,-3.65,2.837
"RARS",-0.31,0.853,0.941,0.911,-2.471,0.344,-0.618,0.35
"RARS2",-0.533,0.632,0.933,0.837,-1.459,-0.068,-0.946,0.604
"RASA1",-0.968,0.323,1.273,0.649,-1.336,0.484,-1.242,0.817
"RASA2",0.446,-0.144,0.348,0.026,-0.062,-0.185,-2.274,1.845
"RASA3",-0.048,-1.082,0.446,1.348,-0.809,0.974,-2.666,1.838
"RASA4",-1.353,-0.854,3.732,0.23,-2.802,1.528,0.549,-1.03
"RASA4B",-0.682,-0.301,1.442,-0.42,-0.79,0.427,0.331,-0.008
"RASAL1",-0.397,1.066,-0.527,-0.57,0.342,0.397,-0.408,0.096
"RASAL2",-2.266,0.932,3.651,2.969,-1.762,1.276,-2.598,-2.201
"RASAL2-AS1",-0.424,0.508,0.423,0.709,-0.358,-0.038,-0.425,-0.396
"RASAL3",0.863,-1.528,0.608,-2.361,-0.938,0.563,-0.422,3.215
"RASD1",-1.16,0.613,0.456,3.167,-3.27,-1.71,2.988,-1.084
"RASD2",-0.611,1.237,-0.266,1.81,-0.697,-0.507,-0.551,-0.414
"RASEF",-0.791,3.823,-0.567,0.616,-1.095,-0.436,-0.974,-0.575
"RASGEF1A",-0.714,1.118,-0.669,-0.249,-0.962,-0.021,-0.293,1.79
"RASGEF1B",0.547,-0.899,-1.553,-0.771,-1.126,2.363,1.162,0.277
"RASGRF1",1.416,0.198,0.074,-0.128,-0.912,0.738,-0.74,-0.647
"RASGRF2",-1.331,-1.011,3.765,1.689,-1.519,-1.254,-1.582,1.242
"RASGRP1",0.47,0.39,-0.976,-0.783,-1.53,-0.259,-1.562,4.249
"RASGRP2",1.691,-2.309,-0.615,0.475,-2.024,0.182,0.869,1.732
"RASGRP3",2.163,-1.431,3.877,-2.131,-1.757,1.567,-1.962,-0.326
"RASGRP4",-1.251,-1.295,-1.166,-1.344,3.812,2.878,-0.699,-0.934
"RASIP1",-1.31,1.105,5.024,0.888,-1.823,-1.155,-1.782,-0.948
"RASL10B",-0.152,0.275,-0.039,0.478,-0.152,-0.121,-0.152,-0.138
"RASL11A",0.68,0.373,0.52,3.397,-1.75,-0.415,-1.82,-0.986
"RASL11B",-0.484,0.564,-0.424,1.921,-0.543,-0.265,-0.543,-0.226
"RASL12",-0.878,0.096,0.156,4.202,-0.887,-0.838,-0.992,-0.859
"RASSF1",-0.321,-0.443,0.613,0.119,0.117,0.06,-1.258,1.112
"RASSF1-AS1",0.005,0.886,0.377,-0.211,-0.746,0.113,-0.43,0.007
"RASSF2",0.675,-2.607,-0.051,-0.81,-0.791,1.413,2.041,0.13
"RASSF3",-0.33,-0.183,1.575,-0.424,-2.705,1.327,-0.544,1.285
"RASSF4",-0.954,-0.03,-0.124,1.195,-2.616,4.718,-1.63,-0.557
"RASSF5",1.054,-1.629,-2.724,-2.117,1.408,0.818,0.48,2.71
"RASSF6",2.728,2.249,-0.816,-0.829,-0.891,-0.861,-0.948,-0.632
"RASSF7",0.488,1.711,-0.121,-2.194,-1.828,0.315,-0.313,1.943
"RASSF8",-1.165,0.345,1.444,2.31,-1.474,-0.041,-0.295,-1.124
"RASSF8-AS1",-1.074,0.983,1.397,2.282,-1.64,-0.12,-0.42,-1.408
"RASSF9",-0.868,0.218,3.084,0.875,-0.879,-0.753,-0.879,-0.798
"RAVER1",0.183,0.317,0.098,-0.05,-1.496,-0.126,-0.115,1.188
"RAVER2",-0.843,0.912,2.244,0.431,-1.186,-0.43,-0.497,-0.632
"RB1",-0.035,-0.77,1.176,-0.104,-1.836,1.88,-0.505,0.195
"RB1CC1",-0.213,0.775,0.912,0.63,-1.176,0.001,-1.317,0.388
"RB1-DT",0.069,0.342,-0.234,-0.013,-0.01,-0.009,-0.451,0.306
"RBAK",-0.169,0.908,0.608,0.63,-1.899,0.4,-0.808,0.331
"RBAK-RBAKDN",-0.273,0.367,0.199,0.381,-0.687,-0.076,-0.773,0.862
"RBBP4",-0.181,0.846,0.468,0.155,-1.894,0.077,0.074,0.456
"RBBP5",-0.415,0.445,0.514,0.295,-0.996,0.069,-0.671,0.759
"RBBP6",0.147,0.138,0.389,0.287,-1.683,-0.152,0.014,0.859
"RBBP7",0.023,1.037,0.113,0.568,-1.179,-0.159,-0.862,0.459
"RBBP8",-0.56,1.598,0.479,0.014,-0.757,0.403,-0.472,-0.704
"RBBP8NL",-0.298,2.065,-0.313,-0.276,-0.344,-0.269,-0.344,-0.221
"RBBP9",-0.789,1.284,1.246,0.789,-1.218,0.304,-1.714,0.099
"RBCK1",-0.192,0.527,0.422,0.253,-1.587,0.13,-0.367,0.814
"RBFA",-0.407,1.409,1.04,0.996,-1.378,0.214,-2.066,0.193
"RBFOX2",-1.904,2.05,3.213,3.653,-1.795,-1.248,-2.251,-1.718
"RBKS",-0.603,-1.071,-0.191,-1.894,2.065,1.697,-0.87,0.866
"RBL1",0,0.255,0.208,-0.083,-1.7,0.093,-0.31,1.537
"RBL2",-0.579,0.07,0.658,0.37,-1.243,-0.252,-0.95,1.926
"RBM10",-0.057,0.736,0.953,0.513,-2.288,0.116,-0.718,0.745
"RBM11",0.574,0.976,-0.381,0.04,-0.586,-0.46,-0.673,0.51
"RBM12",-0.942,0.381,1.016,0.72,-2.183,0.411,-0.08,0.676
"RBM12B",-0.115,0.855,0.68,0.51,-1.208,0.018,-1.207,0.467
"RBM14",-0.761,0.711,1.079,0.401,-1.886,0.495,-0.384,0.346
"RBM14-RBM4",0.098,0.244,-0.095,0.013,-0.417,0.212,-0.279,0.224
"RBM15",0.234,0.451,0.159,0.04,-1.331,0.132,-0.677,0.993
"RBM15B",-1.12,0.818,1.28,1.154,-2.357,0.344,-0.436,0.316
"RBM17",-0.186,0.45,0.814,0.243,-1.229,0.163,-0.678,0.423
"RBM18",-0.412,0.855,0.643,0.169,-1.277,0.357,-1.108,0.773
"RBM19",-0.492,0.606,0.705,0.461,-1.958,0.592,-0.977,1.063
"RBM20",-0.32,0.237,0.097,1.055,-0.327,-0.326,-0.327,-0.088
"RBM22",-0.264,0.407,0.976,0.184,-1.71,0.414,-0.94,0.934
"RBM23",-0.14,0.378,0.728,0.298,-1.195,0.269,-0.879,0.541
"RBM25",-0.081,0.219,0.373,0.305,-1.284,0.051,-0.26,0.678
"RBM26",-0.458,0.412,0.959,0.538,-1.839,0.28,-0.561,0.67
"RBM26-AS1",0.393,0.687,0.345,0.502,-0.755,-0.578,-0.999,0.404
"RBM27",-1.029,0.459,0.497,0.619,-1.913,0.602,-0.016,0.781
"RBM28",-0.456,0.966,0.91,0.687,-2.08,0.337,-1.104,0.74
"RBM3",-0.236,0.473,0.337,0.474,-1.336,0.3,-0.368,0.355
"RBM33",0.319,0.234,0.599,0.074,-1.614,0.218,-0.762,0.933
"RBM34",-0.03,0.681,0.394,0.379,-1.89,0.052,-0.661,1.075
"RBM38",0.404,0.062,0.659,-1.386,-2.135,0.009,0.762,1.626
"RBM39",0.136,0.296,0.373,0.112,-0.75,-0.234,-0.47,0.537
"RBM4",-0.382,0.913,0.869,0.491,-1.72,-0.104,-1.19,1.124
"RBM41",-0.055,0.526,0.581,0.214,-0.843,0.159,-0.972,0.389
"RBM42",-0.535,0.928,0.998,0.618,-2.483,0.378,-0.501,0.597
"RBM43",-0.751,-0.118,1.163,1.425,-1.185,0.144,-1.486,0.808
"RBM44",-0.31,-0.019,0.962,-0.06,-0.303,-0.039,-0.178,-0.053
