"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"BAK1",-0.271,0.176,0.516,0.003,-1.916,0.941,-0.773,1.324
"BAMBI",-0.517,4.204,-0.815,0.563,-1.103,-0.243,-1.669,-0.42
"BANF1",-0.464,1.098,0.699,0.516,-0.94,0.402,-1.376,0.065
"BANK1",5.345,-0.818,-0.995,-1.034,-1.531,0.269,-0.002,-1.234
"BANP",-0.23,0.271,-0.013,-0.142,-2.054,0.476,0.69,1.003
"BAP1",-0.617,0.53,1.437,0.926,-2.121,0.496,-0.946,0.294
"BARD1",0.205,0.765,0.456,-0.178,-1.645,0.408,-0.875,0.864
"BARX2",-0.236,2.186,-0.347,-0.405,-0.515,-0.309,-0.515,0.14
"BASP1",2.11,-1.111,-1.525,2.735,-0.794,2.91,-2.619,-1.707
"BATF",-0.1,0.713,-1.741,-2.084,1.482,0.774,-2.723,3.68
"BATF2",-0.253,0.466,0.995,0.711,-1.018,0.976,-0.962,-0.915
"BATF3",-0.857,-0.493,0.022,1.538,-0.972,2.127,-0.734,-0.63
"BAX",-0.642,-0.085,0.636,0.358,-1.763,1.031,-0.404,0.87
"BAZ1A",-0.138,0.038,0.594,-0.61,-1.714,0.766,-0.069,1.134
"BAZ1B",-0.504,0.701,0.84,0.784,-2.11,0.288,-0.829,0.831
"BAZ2A",0.018,0.339,0.935,0.427,-2.129,0.05,-0.504,0.864
"BAZ2B",-0.942,0.278,1.654,0.403,-1.298,0.582,-0.351,-0.325
"BBC3",-0.441,0.836,0.44,0.847,-1.359,0.454,-1.622,0.844
"BBIP1",-0.316,0.054,0.746,0.896,-1.262,0.113,-1.182,0.952
"BBOF1",-1.121,1.84,0.261,1.726,-1.251,-0.459,-0.711,-0.283
"BBOX1",-0.321,2.273,-0.356,-0.259,-0.442,-0.222,-0.442,-0.23
"BBOX1-AS1",-0.109,0.026,-0.069,0.737,-0.194,-0.18,-0.194,-0.016
"BBS1",-0.488,1.1,0.648,0.906,-1.054,-0.497,-0.695,0.08
"BBS10",-1.123,0.84,1.343,1.186,-1.073,0.005,-0.982,-0.196
"BBS12",-0.738,0.436,0.572,0.726,-0.643,0.127,-0.96,0.478
"BBS2",-0.932,0.974,1.103,1.091,-0.996,0.12,-2.154,0.793
"BBS4",-0.6,0.884,0.375,1.194,-0.71,-0.238,-1.583,0.679
"BBS5",-0.767,0.841,0.546,0.907,-0.801,0.291,-0.755,-0.262
"BBS7",-0.704,0.687,1.131,1.389,-1.863,0.185,-1.544,0.719
"BBS9",0.009,0.533,1.195,1.077,-0.933,-0.459,-2.374,0.952
"BBX",0.077,0.359,0.285,0.539,-1.549,-0.088,-0.128,0.506
"BCAM",-2.406,3.683,5.348,2.543,-3.1,-1.138,-3.235,-1.695
"BCAP29",-1.146,0.632,2.018,1.09,-1.006,0.242,-1.839,0.009
"BCAP31",-0.705,0.728,1.025,-0.215,-1.231,0.715,-0.614,0.297
"BCAR1",-1.572,1.405,3.885,2.803,-1.761,-1.022,-2.046,-1.692
"BCAR3",-0.013,1.155,1.756,1.365,-1.777,0.198,-1.286,-1.398
"BCAS1",0.091,1.92,-0.581,-0.273,-0.558,-0.439,-0.582,0.421
"BCAS2",0.28,0.701,0.306,0.245,-2.193,0.366,-0.817,1.112
"BCAS3",-0.506,0.704,1.079,0.931,-1.738,-0.026,-1.56,1.114
"BCAS4",2.66,1.681,-1.859,-0.4,-2.296,-1.343,-0.315,1.872
"BCAT1",-1.071,-1.374,0.488,1.828,-2.154,3.191,0.318,-1.228
"BCAT2",-0.848,1.293,0.819,0.485,-2.114,-0.024,0.051,0.338
"BCCIP",0.1,1.012,0.293,0.353,-1.99,0.236,-0.622,0.618
"BCDIN3D",0.252,1.023,0.405,0.682,-1.098,-0.216,-2.23,1.183
"BCDIN3D-AS1",-0.155,0.401,-0.109,0.27,-0.075,0.042,-0.268,-0.105
"BCHE",-0.431,-0.071,1.027,1,-0.445,-0.33,-0.445,-0.306
"BCKDHA",-0.445,0.997,0.369,0.021,-1.623,0.448,-0.515,0.748
"BCKDHB",-0.423,1.241,0.264,0.606,-0.798,-0.502,-0.898,0.511
"BCKDK",-0.245,1.121,1.028,0.869,-2.475,1.666,-1.856,-0.108
"BCL10",0.328,0.414,1.158,0.15,-1.557,0.442,-1.432,0.498
"BCL11A",2.607,0.143,-2.173,-1.681,-1.88,0.253,5.072,-2.34
"BCL11B",-0.391,0.264,-0.935,-0.333,-1.39,-0.383,-1.472,4.64
"BCL2",1.537,0.462,-1.009,0.572,-1.432,0.422,-2.775,2.222
"BCL2A1",1.816,-1.53,-2.386,-2.463,-0.168,4.238,-0.88,1.373
"BCL2L1",-1.11,0.964,1.37,0.629,-0.787,0.909,-2.743,0.768
"BCL2L11",-0.115,0.223,0.301,-0.017,-1.783,0.137,0.93,0.324
"BCL2L12",-0.183,1.026,0.267,0.028,-1.482,0.425,-0.517,0.435
"BCL2L13",-0.686,0.979,0.147,0.412,-2.015,0.8,-0.166,0.529
"BCL2L14",0.035,0.829,-0.562,-0.54,-0.671,1.231,-0.587,0.266
"BCL2L15",-0.022,0.017,0.09,-0.071,-0.078,-0.063,-0.056,0.184
"BCL2L2",-1.021,1.078,1.789,1.828,-1.201,0.494,-1.619,-1.348
"BCL3",-1.476,0.601,1.952,1.164,-1.911,0.529,-0.505,-0.354
"BCL6",-0.483,1.167,-0.377,1.775,-2.503,1.616,-1.39,0.196
"BCL6B",-0.92,-0.938,5.639,0.261,-1.022,-0.883,-1.197,-0.94
"BCL7A",0.049,1.37,-0.705,0.828,-1.495,-0.741,2.399,-1.705
"BCL7B",-0.307,0.076,0.743,0.201,-1.538,0.594,-0.712,0.943
"BCL7C",-0.785,1.04,1.193,1.623,-2.156,0.332,-1.692,0.446
"BCL9",-1.059,1.599,0.879,1.703,-0.936,-0.554,-1.459,-0.173
"BCL9L",-0.981,0.916,1.236,1.759,-2.155,-0.271,-2.025,1.521
"BCLAF1",-0.02,0.357,0.761,0.493,-2.216,0.16,-0.318,0.783
"BCLAF3",-0.45,0.384,0.539,0.791,-1.284,0.077,-0.275,0.218
"BCO2",-0.449,0.194,0.004,0.527,-0.758,1.086,-0.564,-0.039
"BCOR",-0.477,0.438,0.808,0.262,-1.68,0.148,-0.563,1.063
"BCORL1",-0.544,0.382,1.234,1.002,-0.917,-0.001,-1.213,0.057
"BCR",-1.051,0.756,3.069,0.242,-2.379,-0.516,-0.724,0.603
"BCS1L",-0.296,0.925,1.421,0.954,-1.598,0.165,-1.798,0.228
"BDH1",-0.077,2.538,-1.06,-0.911,-1.062,0.209,-0.778,1.141
"BDH2",-1.176,0.909,1.909,2.375,-2.647,-0.357,-1.553,0.54
"BDKRB1",-0.136,-0.062,0.383,0.359,-0.136,-0.136,-0.136,-0.136
"BDKRB2",-1.064,-0.218,3.924,1.099,-0.968,-0.916,-0.95,-0.908
"BDNF-AS",-0.237,0.978,0.422,1.01,-0.954,-0.491,-0.584,-0.144
"BDP1",-0.007,0.196,0.786,0.386,-2.3,0.043,0.029,0.867
"BEAN1",-0.263,0.074,-0.173,0.606,-0.148,0.399,-0.283,-0.212
"BECN1",-0.397,0.452,0.831,-0.014,-1.151,0.525,-0.96,0.714
"BEGAIN",-0.31,-0.004,-0.28,0.143,1.276,-0.248,-0.326,-0.25
"BEND3",-0.173,0.71,0.237,0.514,-0.436,-0.04,-0.493,-0.319
"BEND5",1.284,0.283,0.953,1.327,-1.543,-0.472,-0.886,-0.946
"BEND6",-0.696,-0.18,-0.92,2.259,-0.798,-0.144,1.373,-0.893
"BEND7",-0.662,0.936,2.344,0.745,-0.861,-0.849,-0.843,-0.81
"BEST1",-0.897,0.302,-0.455,0.83,-0.951,2.197,-1.069,0.043
"BEST4",0.135,0.351,-0.236,0.072,-0.281,-0.287,-0.128,0.374
"BET1",0.265,0.678,0.703,0.562,-2.238,-0.073,-0.04,0.143
"BET1L",0.211,0.306,-0.279,0.622,0.041,-0.182,-1.396,0.677
"BEX2",1.307,1.833,-1.518,-1.683,0.591,-1.565,-0.656,1.69
"BEX3",-3.009,2.388,2.406,2.818,-0.742,0.226,-3.749,-0.339
"BEX4",-1.191,0.414,-0.391,-0.051,1.361,0.584,-0.182,-0.544
"BEX5",0.743,1.161,0.562,-1.07,-0.568,-0.903,-1.297,1.372
"BFAR",-0.249,0.688,0.946,0.607,-1.439,0.383,-1.834,0.898
"BFSP1",-0.673,1.036,1.034,0.395,-0.571,-0.557,-0.706,0.042
"BFSP2",1.274,-0.245,-0.508,-0.492,-0.518,-0.243,0.02,0.711
"BFSP2-AS1",0.066,-0.067,-0.164,-0.143,-0.164,-0.146,-0.164,0.781
"BGLAP",-0.022,0.078,0.215,-0.097,-0.287,-0.034,-0.121,0.269
"BGN",-2.247,0.798,2.733,6.091,-2.163,-0.881,-3.2,-1.131
"BHLHB9",-0.552,0.589,1.042,0.807,-0.707,-0.454,-0.778,0.052
"BHLHE22",-0.314,-0.19,-0.24,1.988,-0.331,-0.322,-0.331,-0.261
"BHLHE40",-1.867,0.855,1.014,0.479,0.446,-0.042,-1.157,0.271
"BHLHE40-AS1",-0.329,-0.014,0.311,-0.229,-0.442,-0.379,-0.611,1.692
"BHLHE41",2.109,1.215,-1.671,2.299,-2.327,2.28,-2.005,-1.901
"BHMT2",-0.621,-0.159,0.201,2.963,-0.656,-0.56,-0.656,-0.511
"BICC1",-0.834,0.031,-0.512,4.629,-0.929,-0.78,-0.882,-0.722
"BICD1",0.895,-0.179,1.35,1.206,-2.761,-0.362,-1.085,0.937
"BICD2",-0.7,-0.305,0.546,0.707,-1.62,0.905,0.408,0.058
"BICDL1",-0.111,1.25,-0.863,-0.705,-1.017,-0.505,-0.795,2.746
"BICDL2",-0.721,3.901,-0.668,-0.097,-0.778,-0.4,-0.872,-0.367
"BICRA",-0.508,0.715,1.132,0.575,-1.7,-0.079,-0.995,0.859
"BICRAL",-0.525,0.193,0.628,0.824,-1.232,0.005,-1.01,1.118
"BID",-0.571,-0.279,0.97,-0.829,-2.308,1.818,0.789,0.411
"BIK",0.925,2.757,-1.323,-1.523,-1.971,-0.388,1.31,0.212
"BIN1",0.743,-0.746,-1.23,0.624,-3.918,1.297,0.528,2.701
"BIN2",0.879,-1.875,-2.317,-2.548,-0.452,2.081,0.769,3.462
"BIN3",-0.71,0.429,1.308,0.741,-1.671,0.168,-1.103,0.839
"BIRC2",-0.351,0.336,0.508,0.486,-1.266,0.329,-0.872,0.831
"BIRC3",2.121,-0.622,-1.089,-1.065,-0.868,0.944,-1.533,2.113
"BIRC5",-0.538,2.106,0.236,-0.103,-1.642,1.265,-1.849,0.525
"BIRC6",-0.076,0.276,0.978,0.438,-2.079,0.076,-0.527,0.914
"BISPR",0.02,-0.201,0.157,-0.762,-0.972,0.607,-0.282,1.434
"BIVM",-1.293,0.771,1.751,1.646,-1.101,-0.179,-1.972,0.377
"BLCAP",0.212,0.874,1.096,0.533,-2.342,0.548,-1.64,0.72
"BLK",3.818,-1.103,-1.383,-1.162,-1.561,-1.167,2.468,0.09
"BLM",0.929,0.059,-0.25,-1.13,-0.849,0.314,-0.57,1.496
"BLMH",-0.771,0.135,1.432,0.818,-1.018,0.12,-1.511,0.796
"BLNK",3.306,0.968,-2.645,-2.348,-2.531,1.982,3.833,-2.564
"BLOC1S1",-0.426,0.108,0.423,0.299,-1.378,1.044,-0.807,0.738
"BLOC1S2",0.114,0.121,-0.153,-0.016,-1.027,1.05,-0.787,0.697
"BLOC1S3",-0.577,0.473,0.496,0.777,-1.05,0.657,-1.198,0.421
"BLOC1S4",-0.298,0.889,0.409,0.954,-1.972,0.235,-1.414,1.197
"BLOC1S5",-0.398,0.457,0.893,0.446,-1.28,0.396,-1.161,0.646
"BLOC1S6",-0.226,-0.031,0.281,0.549,-0.299,0.846,-1.171,0.051
"BLVRA",-1.501,1.074,0.079,0.682,0.417,1.979,-2.885,0.155
"BLVRB",-1.186,1.907,0.183,0.876,-1.997,2.658,-1.687,-0.753
"BLZF1",-0.887,1.161,0.578,0.814,-1.119,0.248,-1.421,0.626
"BMF",0.263,-0.656,0.869,-0.011,-2.055,1.371,0.699,-0.479
"BMI1",0.188,0.987,0.797,0.955,-1.868,-0.294,-1.064,0.299
"BMP1",-1.816,-0.325,2.824,4.031,-1.118,-0.154,-2.4,-1.042
"BMP2",-0.703,0.014,1.331,1.555,-0.649,-0.324,-0.677,-0.548
"BMP2K",0.152,-0.43,0.539,-0.352,0.962,2.472,-1.298,-2.046
"BMP4",-1.385,1.056,2.743,2.582,-1.334,-1.261,-1.375,-1.028
"BMP6",0.28,-0.628,3.223,-0.182,-0.712,-0.587,-0.712,-0.683
"BMP7",-0.588,1.114,-0.132,1.014,0.043,-0.306,-0.622,-0.523
"BMP8B",0.275,0.246,-0.405,0.694,-0.204,-0.155,-0.415,-0.035
"BMPER",-0.32,0.008,-0.216,1.887,-0.357,-0.317,-0.357,-0.328
"BMPR1A",-0.741,1.523,-1.568,2.47,0.945,-0.679,-2.357,0.406
"BMPR1B",-0.614,1.942,-0.437,1.223,-0.694,-0.369,-0.694,-0.356
"BMPR2",-1.917,0.243,3.372,1.582,-1.984,0.157,-0.983,-0.47
"BMS1",-0.03,0.562,0.991,0.394,-1.886,0.07,-0.619,0.518
"BMS1P14",-0.111,-0.015,0.905,-0.115,-0.212,-0.184,-0.319,0.052
"BMT2",-0.293,0.373,0.352,0.711,-1.419,0.716,-1.672,1.232
"BMX",-0.482,-0.349,3.162,-0.418,-0.517,-0.42,-0.517,-0.458
"BNC2",-1.778,-1.028,1.612,3.634,0.625,0.176,-2.087,-1.154
"BNIP1",-0.304,0.851,0.349,0.696,-2,0.533,-1.034,0.908
"BNIP2",-0.499,-0.316,1.164,-0.17,-0.536,0.611,-0.612,0.359
"BNIP3",-0.883,2.522,1.121,1.395,-3.175,1.035,-2.688,0.673
"BNIP3L",-0.902,0.436,0.152,0.875,0.641,1.376,-2.249,-0.329
"BNIPL",-0.412,3.138,-0.434,-0.369,-0.641,-0.251,-0.735,-0.295
"BOC",-1.257,0.989,2.208,3.971,-1.575,-1.237,-1.605,-1.494
"BOD1",-0.731,1.507,1.397,1.318,-2.52,0.158,-1.095,-0.034
"BOD1L1",0.216,-0.103,0.842,0.612,-2.594,0.44,0.114,0.473
"BOK",-1.5,2.146,2.813,1.911,-1.65,-1.247,-1.717,-0.755
"BOLA1",-0.802,1.631,0.941,1.094,-2.285,-0.087,-0.997,0.506
"BOLA2B",0.204,0.897,0.401,-0.209,-1.572,0.359,-1.11,1.03
"BOLA2-SMG1P6",-0.34,1.044,0.781,-0.053,-1.629,0.513,-1.118,0.801
"BOLA3",-0.77,1.336,0.666,0.535,-2.054,0.516,-0.928,0.699
"BOLA3-AS1",-0.746,0.554,0.46,0.855,1.236,-1.179,-1.125,-0.056
"BOP1",-0.373,1.446,0.959,0.711,-2.548,0.372,-1.018,0.451
"BORA",0.279,0.276,-0.187,-0.407,-0.847,0.456,-0.351,0.78
"BORCS5",0.329,0.425,-0.238,-0.146,-1.551,0.26,-0.838,1.759
"BORCS6",0.395,-0.136,0.695,-0.016,-0.669,0.482,-2.082,1.331
"BORCS7",-0.917,0.206,0.934,1.183,-1.902,0.357,-0.039,0.179
"BORCS8",-0.64,0.589,0.619,0.281,-1.723,0.709,-0.18,0.344
"BORCS8-MEF2B",-0.026,0.314,0.195,0.307,-0.66,-0.085,-0.609,0.565
"BPGM",-0.163,1.047,0.868,0.895,-1.671,-0.2,-1.834,1.057
"BPHL",-1.026,2.081,0.861,0.945,-2.053,0.719,-1.647,0.12
"BPNT1",0.584,1.397,0.601,0.075,-1.682,-0.36,-1.316,0.702
"BPTF",-0.503,0.327,0.696,0.51,-1.361,-0.037,-0.337,0.704
"BRAF",-0.448,0.793,1.07,0.577,-1.649,-0.128,-0.804,0.589
"BRAP",-0.365,0.319,0.469,0.485,-0.942,0.259,-1.242,1.016
"BRAT1",-0.301,0.848,1.039,0.509,-2.537,0.526,-0.823,0.739
"BRCA1",-0.309,0.88,0.564,0.372,-1.022,0.627,-1.515,0.403
"BRCA2",0.565,0.198,-0.07,0.01,-1.813,0.846,-0.026,0.292
"BRCC3",-0.561,1.182,0.546,0.048,-1.91,0.73,-0.834,0.798
"BRD1",-0.735,0.434,1.061,0.893,-1.879,0.155,-0.695,0.765
"BRD2",0.332,-0.007,0.072,-0.191,-1.155,-0.026,0.172,0.804
"BRD3",-1.104,0.985,0.811,0.968,-1.528,0.155,-0.792,0.505
"BRD3OS",-0.183,1.304,0.669,1.529,-1.85,-0.535,-1.879,0.945
"BRD4",-0.652,0.396,0.885,0.789,-2.282,0.505,-0.1,0.46
"BRD7",-0.959,0.442,1.018,0.624,-2.058,0.561,-0.13,0.502
"BRD8",-0.563,0.951,1.019,0.846,-1.638,-0.309,-0.847,0.541
"BRD9",-0.377,0.696,1.12,0.674,-1.936,0.336,-1.448,0.936
"BRF1",-0.299,0.812,1.096,0.204,-1.879,0.04,-0.47,0.496
"BRF2",-0.59,0.909,0.755,0.907,-1.046,-0.052,-1.585,0.703
"BRI3",-2.271,0.377,1.742,1.421,-2.73,2.503,-0.285,-0.756
"BRI3BP",-0.185,0.462,-0.626,-0.126,-0.906,1.096,0.554,-0.269
"BRICD5",-0.723,0.408,0.986,0.045,-1.073,0.507,-0.574,0.423
"BRINP1",-0.191,0.785,-0.108,0.176,-0.191,-0.125,-0.191,-0.155
"BRIP1",-0.038,0.706,-0.095,0.014,-0.832,0.088,-0.165,0.322
"BRIX1",0.035,0.788,0.611,0.332,-1.23,-0.319,-0.913,0.695
"BRK1",-0.656,0.624,0.366,0.3,-0.536,0.312,-0.504,0.095
"BRMS1",-0.475,0.673,0.468,-0.069,-1.146,0.626,-0.954,0.877
"BRMS1L",-0.224,0.648,1.237,1.158,-1.669,-0.555,-0.659,0.065
"BROX",-0.026,0.709,0.456,0.236,-2.1,0.956,-0.676,0.445
"BRPF1",-0.814,0.173,0.888,0.382,-1.383,0.468,-0.831,1.116
"BRPF3",-0.367,1.35,0.408,1.117,-1.479,-0.245,-0.946,0.161
"BRSK1",2.108,0.496,-0.502,0.864,-0.979,-0.93,-0.995,-0.06
"BRWD1",-0.448,0.959,0.888,0.333,-1.514,-0.039,-0.961,0.781
"BRWD3",-0.256,0.226,0.642,0.225,-1.005,0.521,-1.166,0.813
"BSCL2",0.253,1.42,0.425,0.921,-1.982,0.17,-1.464,0.256
"BSDC1",-0.325,0.839,0.811,0.631,-1.814,0.06,-1.047,0.845
"BSG",-0.583,0.695,1.095,0.935,-1.478,0.118,-1.006,0.225
"BSN",-0.16,0.247,0.253,0.204,-0.098,-0.144,-0.16,-0.142
"BSPRY",-0.565,3.171,-1.139,-0.993,-0.65,-0.867,1.399,-0.355
"BST1",-1.876,-0.906,0.274,2.134,-0.09,2.535,-0.384,-1.688
"BST2",-0.651,-0.152,1.483,-0.184,-0.749,0.269,0.145,-0.162
"BTAF1",0.011,-0.138,0.559,0.177,-2.17,0.086,1.08,0.396
"BTBD1",-0.738,0.252,0.713,0.163,-0.703,0.689,-0.846,0.471
"BTBD10",-1.016,0.481,1.498,0.591,-1.301,0.476,-1.576,0.847
"BTBD11",-0.607,0.013,-0.191,0.661,-0.691,0.283,-0.598,1.129
"BTBD19",-1.604,-0.602,1.505,1.987,-1.061,0.82,-0.055,-0.989
"BTBD2",-0.979,1.082,1.276,1.285,-1.896,0.727,-1.557,0.063
"BTBD3",-1.888,1.539,2.942,1.154,-1.489,0.19,-0.907,-1.541
"BTBD6",-1.495,0.937,1.928,1.052,-1.601,0.218,-1.473,0.434
"BTBD7",-0.488,0.346,1.454,1.004,-1.66,0.302,-0.868,-0.089
"BTBD8",-0.905,0.874,0.271,1.019,-1.077,-0.099,-0.493,0.41
"BTBD9",0.017,0.492,0.35,0.462,-0.87,-0.272,-1.544,1.366
"BTC",-0.272,1.58,0.057,0.049,-0.415,-0.279,-0.376,-0.342
"BTD",-0.67,0.594,1.36,0.364,-1.005,-0.096,-1.372,0.825
"BTF3",-0.242,0.476,0.228,0.225,-0.544,0.037,-0.591,0.411
"BTF3L4",-0.35,1.16,0.351,0.449,-1.443,0.999,-1.515,0.348
"BTG1",1.115,-0.877,-0.098,-1.166,0.097,0.153,-1.502,2.278
"BTG2",0.875,-0.495,-0.632,-1.609,0.886,-0.059,0.615,0.418
"BTG3",-0.483,0.586,0.063,0.956,-1.326,-0.106,-1.029,1.339
"BTK",2.538,-2.623,-2.572,-2.652,3.559,2.585,2.034,-2.869
"BTLA",2.849,-1.334,-1.563,-1.265,-1.904,-0.489,1.256,2.449
"BTN2A1",-0.013,-0.542,0.8,0.419,-0.988,0.209,-0.705,0.819
"BTN2A2",0.994,-0.873,0.549,-0.715,-0.281,0.971,-0.551,-0.094
"BTN3A1",0.413,-0.533,0.909,0.569,-1.926,-0.035,-1.454,2.057
"BTN3A2",0.508,-1.077,0.898,0.229,-0.575,-0.197,-1.676,1.892
"BTN3A3",0.133,-1.001,1.333,0.826,-1.652,0.206,-1.6,1.755
"BTNL9",0.601,-1.385,6.373,-0.214,-1.764,-0.919,-1.668,-1.023
"BTRC",-1.047,1.039,0.967,0.706,-1.011,0.111,-1.254,0.489
"BUB1",-0.261,0.821,-0.212,-0.339,-0.947,0.439,-0.301,0.8
"BUB1B",-0.311,1.086,0.002,-0.28,-0.68,0.351,-0.397,0.229
"BUB3",0.212,0.666,0.347,-0.063,-1.461,-0.082,-1.221,1.601
"BUD13",-0.108,0.287,0.489,0.254,-0.672,0.186,-1.408,0.971
"BUD23",0.439,0.839,0.448,-0.251,-1.666,-0.1,-0.14,0.431
"BUD31",-0.723,0.894,0.75,0.703,-1.5,0.475,-1.226,0.626
"BVES",-0.631,-0.055,0.565,1.587,-0.645,-0.153,-0.053,-0.614
"BX088651.4",0.367,0.062,0.686,0.372,-0.237,-0.693,-0.704,0.146
"BX284668.5",-0.401,-0.018,1.54,0.636,-0.719,1.144,-2.057,-0.124
"BX284668.6",0.025,0.388,-0.081,0.015,-0.156,-0.26,-0.658,0.726
"BX322234.1",-0.154,0.57,0.077,0.058,-0.238,0.055,-0.286,-0.081
"BX322562.1",-0.322,-0.195,0.734,0.814,-0.159,-0.23,-0.322,-0.319
"BX323046.1",-0.123,0.017,-0.069,-0.169,-0.275,0.159,0.234,0.227
"BX537318.1",-0.434,0.365,0.116,0.366,0.025,0.497,-0.813,-0.122
"BX890604.1",-0.314,0.916,0.348,0.003,-0.732,-0.512,-0.361,0.653
"BYSL",-0.712,1.3,1.194,0.586,-2.014,0.091,-0.414,-0.032
"BZW1",-0.695,0.654,0.734,0.473,-1.32,0.326,-0.781,0.609
"BZW2",-0.616,1.62,1.117,0.016,-1.78,0.24,-0.658,0.06
"C10orf143",0.262,0.426,-0.033,0.358,-1.107,0.1,-1.188,1.182
"C10orf25",-0.514,-0.021,0.636,0.329,0.136,0.135,-0.136,-0.565
"C10orf55",-0.251,-0.173,0.206,0.36,-0.153,0.423,-0.172,-0.241
"C10orf88",-0.281,0.282,0.905,0.555,-1.647,-0.061,-0.681,0.928
"C10orf91",0.019,0.007,-0.439,-0.558,-0.616,-0.034,0.367,1.253
"C10orf95",-0.141,0.637,-0.086,-0.3,-0.219,0.161,-0.258,0.206
"C11orf1",-0.066,1.379,0.053,-0.14,-1.504,-0.093,-0.021,0.393
"C11orf21",-0.04,-1.167,-1.301,-1.223,0.422,1.327,-0.64,2.623
"C11orf24",1.184,0.284,-0.493,1.637,-1.912,0.004,-0.195,-0.509
"C11orf45",-0.56,0.288,-0.517,-0.278,-0.1,1.954,-0.634,-0.153
"C11orf49",-0.959,0.938,0.452,0.641,0.546,-0.56,-1.349,0.291
"C11orf53",-0.138,-0.066,-0.127,0.92,-0.148,-0.148,-0.148,-0.145
"C11orf54",-0.13,0.813,0.881,0.411,-2.006,0.148,-0.522,0.406
"C11orf58",-0.384,0.488,0.513,0.471,-1.596,0.106,-0.102,0.504
"C11orf65",-0.006,1.029,-0.085,0.112,-0.422,-0.298,-0.371,0.041
"C11orf68",-0.977,0.592,1.16,1.433,-1.689,0.52,-1.232,0.192
"C11orf71",-0.347,0.853,0.582,-0.044,-2.066,0.391,0.434,0.197
"C11orf74",-2.028,0.978,1.636,1.565,-0.689,0.911,-0.79,-1.583
"C11orf80",1.309,1.895,-0.069,-0.319,-1.617,-0.981,-0.716,0.499
"C11orf95",-1.093,0.304,2.73,1.917,-1.368,-0.809,-0.618,-1.063
"C11orf96",-1.154,-1.086,3.079,4.045,-1.347,-1.018,-1.341,-1.177
"C11orf98",-0.02,0.619,0.149,0.008,-1.691,0.009,-0.234,1.16
"C12orf10",-0.348,0.585,0.675,0.785,-1.483,0.323,-1.015,0.478
"C12orf29",-0.044,0.97,0.702,0.823,-1.561,-0.287,-1.645,1.041
"C12orf4",-0.136,0.475,0.444,0.457,-2.168,0.859,-0.323,0.392
"C12orf42",2.09,-0.657,-0.799,-0.879,-0.864,-0.491,0.699,0.901
"C12orf43",-0.096,0.382,0.824,0.639,-1.903,0.351,-1.018,0.822
"C12orf45",0.043,0.504,-0.235,-0.252,-2.767,1.033,1.936,-0.262
"C12orf49",-0.712,0.924,0.834,0.391,-1.937,0.899,-0.883,0.482
"C12orf57",-0.57,0.643,-0.021,1.421,-0.37,-0.976,-1.098,0.972
"C12orf60",-0.265,0.942,0.08,0.181,-0.588,-0.228,-0.484,0.362
"C12orf65",0.716,0.129,0.395,0.512,-1.95,-0.239,-1.22,1.657
"C12orf66",0.052,0.827,-0.01,-0.148,-1.179,0.15,-0.461,0.768
"C12orf73",-0.302,0.862,0.252,-0.013,-1.31,-0.045,-0.03,0.585
"C12orf75",-0.326,-0.112,-1.996,1.725,-3.491,-1.233,3.464,1.968
"C12orf76",-0.98,0.654,0.928,0.993,-1.281,0.41,-1.748,1.023
"C14orf119",-0.495,0.528,0.986,0.734,-1.738,0.476,-1.095,0.602
"C14orf132",-1.143,0.877,2.145,2.72,-1.415,-1.008,-1.349,-0.825
"C14orf28",0.007,0.532,0.354,1.205,-1.276,0.027,-1.412,0.563
"C14orf93",-0.43,0.815,0.237,0.617,-1.149,0.087,-0.888,0.711
"C15orf39",-0.835,-0.394,0.35,0.357,0.221,0.146,0.327,-0.173
"C15orf40",-0.065,0.727,0.241,0.331,-1.621,0.098,-0.554,0.844
"C15orf41",-0.232,0.545,0.754,1.226,-0.989,-0.244,-1.923,0.863
"C15orf48",-1.579,2.542,-1.232,-0.814,-1.349,5.504,-2.18,-0.891
"C15orf61",-0.845,0.567,-0.011,0.934,0.44,-0.285,-1.201,0.402
"C15orf65",-0.115,1.726,1.032,0.868,-0.842,-0.644,-1.223,-0.802
"C16orf45",-1.534,0.621,2.352,2.355,-0.827,-0.833,-2.4,0.266
"C16orf46",-0.387,1.078,0.486,0.165,-0.173,-0.4,-0.546,-0.224
"C16orf54",1.277,-1.44,-1.687,-1.788,-0.601,0.725,0.366,3.149
"C16orf58",0.108,0.703,0.714,1.081,-1.639,-0.074,-1.221,0.329
"C16orf70",-0.574,0.715,0.606,0.417,-1.112,1.143,-1.47,0.274
"C16orf72",-0.466,0.57,0.967,0.576,-2.264,0.459,-0.139,0.297
"C16orf74",1.503,1.663,1.287,-0.374,-1.727,-0.624,-1.857,0.129
"C16orf86",-0.17,-0.245,0.618,0.923,-1.288,0.906,-0.329,-0.416
"C16orf87",0.026,0.578,0.395,0.526,-1.747,0.611,-1.459,1.07
"C16orf89",-0.905,1.926,-0.194,2.343,-0.968,-0.446,-0.968,-0.789
"C16orf91",-0.26,1.387,0.745,0.53,-1.886,0.157,-1.097,0.424
"C16orf95",-0.293,0.863,0.538,0.873,-1.182,0.408,-1.053,-0.156
